system:index,potential_evaporation_sum
19870217,-0.013847595904381211
19870218,-0.019022764663076407
19870219,-0.02736000198986112
19870220,-0.02283047800736119
19870221,-0.012656064469415034
19870222,-0.030673348726805407
19870223,-0.008069599778216956
19870224,-0.017659504615708987
19870225,-0.021311679466723316
19870226,-0.010421067247715673
19870227,-0.020131267483941204
19870228,-0.03213467006036495
19870301,-0.010735568118688886
19870302,-0.0021015257119143273
19870303,-0.002824431914074623
19870304,-0.0036267213079387993
19870305,-0.0032684905586123953
19870306,-0.01620692984899564
19870307,-0.02202110811150011
19870308,-0.0358328149891661
19870309,-0.02562282740028173
19870310,-0.015252646314144613
19870311,-0.019006391206083204
19870312,-0.019491012497091512
19870313,-0.016777826061058734
19870314,-0.01081445804786106
19870315,-0.021758914335172075
19870316,-0.018684690761332362
19870317,-0.01690854709899871
19870318,-0.01433666230994071
19870319,-0.019354675643882283
19870320,-0.015942234700877734
19870321,-0.01889302418374043
19870322,-0.017147557253075624
19870323,-0.015517311121145317
19870324,-0.006871568097416583
19870325,-0.008358417560789254
19870326,-0.010837086701336176
19870327,-0.00661170769230876
19870328,-0.023617626692905833
19870329,-0.017655248675464467
19870330,-0.03310812731761264
19870331,-0.01958544825358039
19870401,-0.013599746279944896
19870402,-0.01770461724725895
19870403,-0.01654360878286212
19870404,-0.01844902585274854
19870405,-0.015447283270357836
19870406,-0.016290356763979275
19870407,-0.024737569373143142
19870408,-0.02397617048539196
19870409,-0.012688708955060007
19870410,-0.011725497686791
19870411,-0.014935597268171811
19870412,-0.017484600458323188
19870413,-0.019867560424815474
19870414,-0.020716435766666704
19870415,-0.017134643859574927
19870416,-0.006653337608502981
19870417,-0.009154570098944813
19870418,-0.007170447777991382
19870419,-0.012421276471873816
19870420,-0.022768129640663264
19870421,-0.015565376120474515
19870422,-0.011919148143044605
19870423,-0.008658899056617713
19870424,-0.006434887055254233
19870425,-0.011528434441606394
19870426,-0.01295583179084266
19870427,-0.016828942806585243
19870428,-0.013180676871863388
19870429,-0.011537617398905997
19870430,-0.011386588640718983
19870501,-0.005734277985145136
19870502,-0.01056579135157878
19870503,-0.007730721651398718
19870504,-0.015389603387254362
19870505,-0.007634861617043955
19870506,-0.0028625230203029755
19870507,-0.004465097896351957
19870508,-0.0052859984388865825
19870509,-0.0044322836345123936
19870510,-0.0010414883711693545
19870511,-0.003482836187035706
19870512,-0.004972422477780558
19870513,-0.007327962675180326
19870514,-0.0032043240445476092
19870515,-0.011480474619671178
19870516,-0.01146024157009084
19870517,-0.023098322444145537
19870518,-0.01476681162199243
19870519,-0.012532261807564242
19870520,-0.005828794050162718
19870521,-0.007042563211866921
19870522,-0.007799690130789851
19870523,-0.012018615825709185
19870524,-0.012711441707590098
19870525,-0.014118304983557008
19870526,-0.01831233034953418
19870527,-0.01218142904152005
19870528,-0.014130150906878376
19870529,-0.009465455849295977
19870530,-0.011228070452880523
19870531,-0.009936087637922404
19870601,-0.009020446862501807
19870602,-0.009738694726746376
19870603,-0.010479892075796176
19870604,-0.010293227897267079
19870605,-0.002139616565980712
19870606,-0.002949486575460565
19870607,-0.0034646421625951665
19870608,-0.002629387625983709
19870609,-0.005995327081772019
19870610,-0.005447578815350378
19870611,-0.008649223072462296
19870612,-0.005755548142430649
19870613,-0.007971764184854903
19870614,-0.0090767244972534
19870615,-0.006125601407853328
19870616,-0.004678921696376585
19870617,-0.00416205698089861
19870618,-0.00550883813722067
19870619,-0.007826807836821425
19870620,-0.0073997911902297705
19870621,-0.0044054418734818315
19870622,-0.020901487602086287
19870623,-0.009510088287647985
19870624,-0.01609138748792359
19870625,-0.01747613328019368
19870626,-0.01440485106068758
19870627,-0.012424735268561537
19870628,-0.013141772404654046
19870629,-0.012903024881576087
19870630,-0.010327948442889064
19870701,-0.009752265483268336
19870702,-0.009137884536624584
19870703,-0.005323051573764388
19870704,-0.005583935998134765
19870705,-0.005173755301312941
19870706,-0.003434798846090142
19870707,-0.009545005176769955
19870708,-0.006567820338993654
19870709,-0.007806417444917105
19870710,-0.012964482478064927
19870711,-0.01853570803486584
19870712,-0.014382303580885282
19870713,-0.011818326507602048
19870714,-0.015237016048912788
19870715,-0.021124102358081272
19870716,-0.016714940059940394
19870717,-0.01738269127940963
19870718,-0.015722799376084153
19870719,-0.015353403978756033
19870720,-0.015537554981467533
19870721,-0.013855964172821646
19870722,-0.00936193196901521
19870723,-0.006286508016529948
19870724,-0.006630840525874126
19870725,-0.011065800560309052
19870726,-0.012730195215742342
19870727,-0.008129314429306759
19870728,-0.0014459167768945038
19870729,-0.013911680734079624
19870730,-0.019453473509047414
19870731,-0.01695635393692795
19870801,-0.015238739358275747
19870802,-0.004543884056939953
19870803,-0.012058227761609485
19870804,-0.012367527799478027
19870805,-0.014159859163110083
19870806,-0.014467825107173402
19870807,-0.009116563503694856
19870808,-0.01377526663050808
19870809,-0.010028222809867218
19870810,-0.0036437278668245603
19870811,-0.0034574683610446356
19870812,-0.0044857709723139984
19870813,-0.0031049752579372005
19870814,-0.004773931147196739
19870815,-0.002489401257334866
19870816,-0.010484052178006631
19870817,-0.0012823818866439817
19870818,-0.006782466925911065
19870819,-0.010799373902505982
19870820,-0.007124572960476733
19870821,-0.012922298762481774
19870822,-0.017205104693444433
19870823,-0.020843093815103443
19870824,-0.026585481997587757
19870825,-0.014460196764003931
19870826,-0.0171692642864043
19870827,-0.01351565627677673
19870828,-0.0031019096053632785
19870829,-0.002077031669857696
19870830,-0.00658286557197271
19870831,-0.02729312297025158
19870901,-0.028100541441965738
19870902,-0.02179757383958101
19870903,-0.02573774806669916
19870904,-0.01651042729900924
19870905,-0.0132642468986932
19870906,-0.008627803491413035
19870907,-0.015024958473745229
19870908,-0.02216501781013943
19870909,-0.02201973577562756
19870910,-0.027181725060112474
19870911,-0.01919844137953848
19870912,-0.026542235991074737
19870913,-0.022417712966596056
19870914,-0.019976439394257254
19870915,-0.022798503777970002
19870916,-0.02839024340256633
19870917,-0.019067206176225933
19870918,-0.016002625252078274
19870919,-0.0245204711903841
19870920,-0.024044469792488563
19870921,-0.015438449865374277
19870922,-0.023169547082612277
19870923,-0.02333620817166103
19870924,-0.030737311866809756
19870925,-0.03399599731073387
19870926,-0.033665867129596946
19870927,-0.031115510701563657
19870928,-0.03222802396032836
19870929,-0.033100685200365694
19870930,-0.027693670826219624
19871001,-0.01740849641232985
19871002,-0.027939134204855262
19871003,-0.020176465501730124
19871004,-0.027621763157041214
19871005,-0.027185204697443607
19871006,-0.04551927482351934
19871007,-0.041074423039337185
19871008,-0.028301515375320885
19871009,-0.01748677669404468
19871010,-0.025966932103206435
19871011,-0.009189369718138825
19871012,-0.009653621101562242
19871013,-0.01795130866667059
19871014,-0.018265398110850598
19871015,-0.019653932620209903
19871016,-0.010341458349693107
19871017,-0.03875067092446427
19871018,-0.024666427538971632
19871019,-0.014153388120104742
19871020,-0.00720896057321823
19871021,-0.024510846927908163
19871022,-0.024195579432844665
19871023,-0.024546604940556743
19871024,-0.013203930080701332
19871025,-0.004875254795528519
19871026,-0.017457460151010636
19871027,-0.01839245553588579
19871028,-0.027921424241470035
19871029,-0.010865655654574386
19871030,-0.021349171713380504
19871031,-0.02942213951971832
19871101,-0.03182622003314002
19871102,-0.036603313584797695
19871103,-0.03653805347350124
19871104,-0.007258331112850239
19871105,-0.023353082151052657
19871106,-0.026845480590077065
19871107,-0.0223190589971149
19871108,-0.029725790894568054
19871109,-0.013762615549900072
19871110,-0.024706493707377004
19871111,-0.004344553246940532
19871112,-0.007274566730168227
19871113,-0.027633946616954754
19871114,-0.024147845335962304
19871115,-0.02240307433148979
19871116,-0.02341983028061581
19871117,-0.012671395817428249
19871118,-0.015608442253448382
19871119,-0.021200477790301965
19871120,-0.014334104676057195
19871121,-0.036272446529437216
19871122,-0.031911196106862605
19871123,-0.0356786945154237
19871124,-0.055300344776306916
19871125,-0.04329957318592226
19871126,-0.033342170187403035
19871127,-0.0369227448798227
19871128,-0.02828777845979846
19871129,-0.03478364024834925
19871130,-0.03740171409107376
19871201,-0.019928476934925162
19871202,-0.039055470454953604
19871203,-0.04273757615527346
19871204,-0.03102926185435615
19871205,-0.03975141958200303
19871206,-0.05060036956349717
19871207,-0.03695874184722242
19871208,-0.03287321663821556
19871209,-0.030489263425587942
19871210,-0.030393548560466235
19871211,-0.0425877904933932
19871212,-0.015102821279777067
19871213,-0.0273013846438705
19871214,-0.03473104342859474
19871215,-0.0365374279439614
19871216,-0.037670872385384364
19871217,-0.03197563234281084
19871218,-0.03229784912160211
19871219,-0.008891708562878886
19871220,-0.019059160038517854
19871221,-0.005433584236756981
19871222,-0.01400748581735818
19871223,-0.009262133043316521
19871224,-0.028556632075382875
19871225,-0.02144794834373523
19871226,-0.022921561114986486
19871227,-0.032077148798005425
19871228,-0.01630763946270145
19871229,-0.002689444431264645
19871230,-0.008966585532906126
19871231,-0.02122141491618922
19880101,-0.02479268766533108
19880102,-0.01349925681525269
19880103,-0.0053213192322819495
19880104,-0.0037029464433832853
19880105,-0.014633120161026658
19880106,-0.026731474426319044
19880107,-0.029499438045715465
19880108,-0.030633113061719293
19880109,-0.02768686539433785
19880110,-0.023183326979198428
19880111,-0.031408682298069764
19880112,-0.033564513624239
19880113,-0.0333586731900784
19880114,-0.03707013497227905
19880115,-0.029873601297937136
19880116,-0.0013987197295516945
19880117,-0.008543115800308886
19880118,-0.02256267243162123
19880119,-0.011025931209378243
19880120,-0.02442524569633171
19880121,-0.026911818293251805
19880122,-0.024787122094739097
19880123,-0.017563220072113327
19880124,-0.025175239003001365
19880125,-0.026754388802160047
19880126,-0.021100989641302755
19880127,-0.023834628661823298
19880128,-0.02579288364041231
19880129,-0.014996242839800878
19880130,-0.011691969169993661
19880131,-0.01931125137834114
19880201,-0.0068191736899100835
19880202,-0.011358359222259834
19880203,-0.025111705475051937
19880204,-0.025173550707433042
19880205,-0.024146758108724135
19880206,-0.029931456964160434
19880207,-0.010122431247025124
19880208,-0.028982240251629123
19880209,-0.03184431113990251
19880210,-0.02474330964963999
19880211,-0.022650117791490343
19880212,-0.02418912699886803
19880213,-0.0030348070267459558
19880214,-0.0038169557012773074
19880215,-0.012221582846887933
19880216,-0.01479786894587916
19880217,-0.01750822635693019
19880218,-0.024402343020731094
19880219,-0.033946780819583536
19880220,-0.017970181729945214
19880221,-0.022166247044282248
19880222,-0.02737327664491066
19880223,-0.02727874364195261
19880224,-0.024423132273294765
19880225,-0.017888376210798165
19880226,-0.022981768537397976
19880227,-0.026679600906381055
19880228,-0.026450795887671786
19880229,-0.010244434512542781
19880301,-0.022454936797141663
19880302,-0.021881456127606173
19880303,-0.02213639761519126
19880304,-0.023045500036472343
19880305,-0.009703421346545367
19880306,-0.01920228067514792
19880307,-0.01301106196650914
19880308,-0.015346456945751792
19880309,-0.023920536813857054
19880310,-0.028660122143853564
19880311,-0.04343940963247835
19880312,-0.037155806572781384
19880313,-0.03163369638568527
19880314,-0.023416946949013383
19880315,-0.013677603989157624
19880316,-0.014004655455131161
19880317,-0.015927143748648235
19880318,-0.0180777438342766
19880319,-0.01148930508563768
19880320,-0.007618193374466645
19880321,-0.013097743705750588
19880322,-0.005976314143916303
19880323,-0.008149709952875749
19880324,-0.005972681948219617
19880325,-0.012807444140393736
19880326,-0.009733888868458883
19880327,-0.01403787073468274
19880328,-0.016860065104705405
19880329,-0.020043479397364637
19880330,-0.01152293592923725
19880331,-0.002695621364240164
19880401,-0.003185704963453636
19880402,-0.0043162337418384275
19880403,-0.0011893644419362678
19880404,-0.002306099286219088
19880405,-0.0031079885383811694
19880406,-0.0032208913215477017
19880407,-0.0012406469665342224
19880408,-0.011289329745150822
19880409,-0.003318901586343753
19880410,-0.0031761260174434022
19880411,-0.0019419944159703433
19880412,-0.0044964706816054585
19880413,-0.010751464932235244
19880414,-0.014316814709974646
19880415,-0.014619760882218998
19880416,-0.00924124832515414
19880417,-0.0030720851099578037
19880418,-0.007819324715715394
19880419,-0.008413221136481132
19880420,-0.01078949836268927
19880421,-0.00775941365967751
19880422,-0.007145777017979693
19880423,-0.010461907705110851
19880424,-0.014394993723368017
19880425,-0.012660946080455052
19880426,-0.011685331881061281
19880427,-0.006828457938386833
19880428,-0.0015844589000465223
19880429,-0.006516328295151852
19880430,-0.007774782834983451
19880501,-0.008401897670277285
19880502,-0.007054762104242805
19880503,-0.0093001519135713
19880504,-0.010200990220170722
19880505,-0.008009431095452412
19880506,-0.010731417619615513
19880507,-0.010095368674540596
19880508,-0.012037399664112809
19880509,-0.010405092130571798
19880510,-0.00925123305934621
19880511,-0.006801400222174629
19880512,-0.008155335990259143
19880513,-0.010232713739117213
19880514,-0.010971514008019418
19880515,-0.009424725291430423
19880516,-0.006630087280980838
19880517,-0.0038830139808898193
19880518,-0.015420129204668643
19880519,-0.014917202294434852
19880520,-0.01157333954217028
19880521,-0.011576036135095847
19880522,-0.009612813027683801
19880523,-0.008280438670702607
19880524,-0.02011791112916326
19880525,-0.004293003610878814
19880526,-0.0046175298204906385
19880527,-0.004829280196811075
19880528,-0.014903711935054235
19880529,-0.010692663497891233
19880530,-0.006347590929559043
19880531,-0.006930965275089432
19880601,-0.005712976571765411
19880602,-0.005688968238996625
19880603,-0.007905709278892262
19880604,-0.0060374212551272816
19880605,-0.004425471418611902
19880606,-0.02343312534429873
19880607,-0.01793347786599617
19880608,-0.008991599452009981
19880609,-0.009333687821749261
19880610,-0.01302476180448045
19880611,-0.014728680623216124
19880612,-0.01178794159027749
19880613,-0.009388972730426173
19880614,-0.009729916521628834
19880615,-0.004808462841114507
19880616,-0.004516165921413511
19880617,-0.0022340094077248408
19880618,-0.011537378637866217
19880619,-0.01069658588705154
19880620,-0.00908170919308028
19880621,-0.008570092774483616
19880622,-0.007409085612111814
19880623,-0.004776629901858529
19880624,-0.0026842969257327392
19880625,-0.0048099052630269324
19880626,-0.008347443700106502
19880627,-0.011063350038310226
19880628,-0.012423271383656485
19880629,-0.010459989811386747
19880630,-0.010280412916999859
19880701,-0.005836733027651944
19880702,-0.007297270339444138
19880703,-0.003914959754570961
19880704,-0.00378889945252085
19880705,-0.0011081637544400548
19880706,-0.006897909240504439
19880707,-0.009396338149594216
19880708,-0.007559145443368141
19880709,-0.009262330838714918
19880710,-0.008067429149258754
19880711,-0.006757423552565758
19880712,-0.0032878281533163557
19880713,-0.006510472756655695
19880714,-0.005938210854855259
19880715,-0.008777682339692491
19880716,-0.008479806276491187
19880717,-0.013765378964810561
19880718,-0.006188987800605577
19880719,-0.008733796791602294
19880720,-0.014185791740487619
19880721,-0.013135382392192441
19880722,-0.016665032706070036
19880723,-0.009937113174278287
19880724,-0.014720301817178068
19880725,-0.03098101489824778
19880726,-0.026762040457010326
19880727,-0.013267474261276198
19880728,-0.013147524893208907
19880729,-0.012528474037300138
19880730,-0.012859670342378702
19880731,-0.013467665483132059
19880801,-0.01198484181930649
19880802,-0.011422551435863125
19880803,-0.012733894871322538
19880804,-0.0125228913991272
19880805,-0.01697994530470729
19880806,-0.02867164696981956
19880807,-0.02347884058637597
19880808,-0.019828985481592523
19880809,-0.015051630884221604
19880810,-0.009254595321837998
19880811,-0.00798072424970861
19880812,-0.007692503880804016
19880813,-0.009800753348102096
19880814,-0.012224658896178492
19880815,-0.015598704989063758
19880816,-0.01737521759845337
19880817,-0.025860883434543593
19880818,-0.008990769565615007
19880819,-0.007632558781026981
19880820,-0.01912179145309113
19880821,-0.019957171882595694
19880822,-8.466681917468475E-4
19880823,-0.003203190503811038
19880824,-0.007838149861846397
19880825,-0.012409058101578276
19880826,-0.014956237132191979
19880827,-0.009650399098826135
19880828,-0.013527381145867205
19880829,-0.014822584432230123
19880830,-0.018556074213975628
19880831,-0.017590210153464847
19880901,-0.01481334297410321
19880902,-0.01625929992268485
19880903,-0.01828176860522169
19880904,-0.019134766468157687
19880905,-0.01606953393200518
19880906,-0.010055688925055602
19880907,-0.019512337886840515
19880908,-0.012396307378775034
19880909,-0.017042569843089717
19880910,-0.021551746233776935
19880911,-0.018370536868599806
19880912,-0.025647626335383474
19880913,-0.0100452209436207
19880914,-0.01611562011857592
19880915,-0.0013407316820418257
19880916,-0.0025733210155794235
19880917,-0.021939859421807133
19880918,-0.02027414339532017
19880919,-0.017358612788287063
19880920,-0.019796684920518032
19880921,-0.02049702082502803
19880922,-0.02023475490377451
19880923,-0.027585762522989162
19880924,-0.030800325353600597
19880925,-0.017222649424046697
19880926,-0.01692808772904926
19880927,-0.01791442421878256
19880928,-0.03310607426207598
19880929,-0.03757299375812821
19880930,-0.03509246746266879
19881001,-0.05132245177453205
19881002,-0.02931551167960138
19881003,-0.03431032136296218
19881004,-0.04317035667779967
19881005,-0.03895685811093141
19881006,-0.01912049097551123
19881007,-0.030487455902745247
19881008,-0.034225151711278184
19881009,-0.04145036179994798
19881010,-0.03915985574562224
19881011,-0.02740895069099594
19881012,-0.039310931543444214
19881013,-0.026423212984398377
19881014,-0.050588884517674126
19881015,-0.03802908595922096
19881016,-0.04956568026096039
19881017,-0.05045390344457406
19881018,-0.04223126955920496
19881019,-0.046241652495317885
19881020,-0.03413096598668226
19881021,-0.05837711354116712
19881022,-0.05182270063754747
19881023,-0.037955214917240104
19881024,-0.036834396026618275
19881025,-0.020629394640792453
19881026,-0.03741646196664143
19881027,-0.047915379585394276
19881028,-0.04455733404466485
19881029,-0.04908450273995966
19881030,-0.05057318381907084
19881031,-0.02905693579805175
19881101,-0.019817572942264477
19881102,-0.039462191304849965
19881103,-0.049580126156272185
19881104,-0.04934884393210683
19881105,-0.018192218613138984
19881106,-0.024101668305888013
19881107,-0.028584799580023097
19881108,-0.03299828743122317
19881109,-0.03509828077021752
19881110,-0.015073709850084065
19881111,-0.03190070773440447
19881112,-0.03260775574239198
19881113,-0.035583684249667014
19881114,-0.039725503334829416
19881115,-0.02440461711140772
19881116,-0.020157734265886774
19881117,-0.023002841453441936
19881118,-0.025691189769227383
19881119,-0.026913022487673702
19881120,-0.023871178258100822
19881121,-0.024054231356594284
19881122,-0.0346577446691379
19881123,-0.03263034990288246
19881124,-0.038020051922110526
19881125,-0.029126501160184122
19881126,-0.012642705591518673
19881127,-0.00954355999493916
19881128,-0.01604011865201115
19881129,-0.028808512830737244
19881130,-0.03253637454206691
19881201,-0.0315009077503689
19881202,-0.01835350860842275
19881203,-0.021738193737357477
19881204,-0.02338264668058264
19881205,-0.032862089689364805
19881206,-0.029713459725442287
19881207,-0.007068079770705433
19881208,-0.01328521972741797
19881209,-0.0169638499314083
19881210,-0.028254878205482094
19881211,-0.010531587153485827
19881212,-0.02013056107710317
19881213,-0.01809963269137185
19881214,-0.017503634126665363
19881215,-0.005102190928735532
19881216,-0.005613421387773739
19881217,-0.012942519639345871
19881218,-0.003983338861001442
19881219,-0.00689597213713404
19881220,-0.021364276497799272
19881221,-0.018801181156985387
19881222,-0.01236521671967558
19881223,-0.015044177974217612
19881224,-0.014690608735626474
19881225,-0.021620442991973705
19881226,-0.011763210128922542
19881227,-0.018954299229202116
19881228,-0.026232216946138094
19881229,-0.017461995514068043
19881230,-0.014337137492496758
19881231,-0.017447970944311796
19890101,-0.0044979153594869965
19890102,-0.0054331937397818246
19890103,-0.011274324152932445
19890104,-0.018325298039913774
19890105,-0.018503670706906627
19890106,-0.0061265619834643785
19890107,-0.0076587190696543895
19890108,-0.02081761738673688
19890109,-0.029301138219969457
19890110,-0.029115652923371746
19890111,-0.037097217767179246
19890112,-0.02695209596260188
19890113,-0.014352920422129569
19890114,-0.020235647911593206
19890115,-0.015299315582366031
19890116,-0.019892114095121937
19890117,-0.028925704199194074
19890118,-0.01747313005700313
19890119,-0.00928609114002576
19890120,-0.02236592327533788
19890121,-0.0142316161229858
19890122,-0.015234128117321536
19890123,-0.010315311162247561
19890124,-0.01549971027345192
19890125,-0.014729461472163941
19890126,-0.016115770005448424
19890127,-0.008980232953785467
19890128,-0.008177576525624383
19890129,-0.004471681263463592
19890130,-0.019627309032112378
19890131,-0.022251854456637053
19890201,-0.019353576235684847
19890202,-0.022460377910252877
19890203,-0.023803791094281906
19890204,-0.008384906040653976
19890205,-0.004325245354893161
19890206,-0.012876873736723835
19890207,-0.02043554314213359
19890208,-0.022007658624652034
19890209,-0.02844014558243277
19890210,-0.02162123178346149
19890211,-0.020960858983177618
19890212,-0.009869847466350948
19890213,-0.012109118533293325
19890214,-0.015025404966414075
19890215,-0.01950148843830184
19890216,-0.02201783877537722
19890217,-0.017639669127385762
19890218,-0.016907058800094108
19890219,-0.02662455044164111
19890220,-0.012816267619637767
19890221,-0.025017641632737352
19890222,-0.025551118747969802
19890223,-0.023455590664261332
19890224,-0.01884613692056062
19890225,-0.022535590787373917
19890226,-0.016732177659887916
19890227,-0.013819026125715336
19890228,-0.01361240170388357
19890301,-0.01536920949618121
19890302,-0.01773894610066553
19890303,-0.012367959590317286
19890304,-0.005608884719693842
19890305,-0.011298907153834819
19890306,-0.01952675839022892
19890307,-0.017997704936027047
19890308,-0.024861101422862603
19890309,-0.020073191370456274
19890310,-0.02085004367059818
19890311,-0.014418357536140501
19890312,-0.012735766104216662
19890313,-0.021398007258986416
19890314,-0.030146897470483467
19890315,-0.005608521193932852
19890316,-0.0030864392141915753
19890317,-0.004348103149035542
19890318,-0.003801688586748332
19890319,-0.01094145837413446
19890320,-0.013364160808001383
19890321,-0.0145861994768316
19890322,-0.017949541096699904
19890323,-0.00990406199521625
19890324,-0.012716521224934817
19890325,-0.0019917694121591696
19890326,-0.0016677473481348298
19890327,-0.002934511254293582
19890328,-0.013585276162471488
19890329,-0.006316796135132055
19890330,-0.007720265445140907
19890331,-0.0024601611186278825
19890401,-0.004111572266044646
19890402,-0.0010655369486885506
19890403,-0.003653248965455444
19890404,-0.011024194297506963
19890405,-0.011609274331786566
19890406,-0.013101251749333524
19890407,-0.006909593659517958
19890408,-0.0049394568884105925
19890409,-0.006602860899510503
19890410,-0.005749224623918592
19890411,-0.007119836477079909
19890412,-0.010812728624788095
19890413,-0.010683100771927969
19890414,-0.01628762657862078
19890415,-0.014384966337833677
19890416,-0.013981555569387714
19890417,-0.013061750460456361
19890418,-0.015774037681664233
19890419,-0.009766607083191004
19890420,-0.009658363989423439
19890421,-0.012557309811247749
19890422,-0.0050376312454531525
19890423,-0.00483401335901371
19890424,-0.003532344113350634
19890425,-0.004916619147326978
19890426,-0.0022803945351192504
19890427,-0.004339031550657638
19890428,-0.01486274324786522
19890429,-0.007070973715591525
19890430,-0.00854192692182278
19890501,-0.009335156652850663
19890502,-0.007616081786254615
19890503,-0.00764998089159617
19890504,-0.010365280827101312
19890505,-0.011323614452602817
19890506,-0.003673150149652457
19890507,-0.008004593333243003
19890508,-0.004719295093229075
19890509,-0.005067191330487925
19890510,-0.0023218551232402932
19890511,-0.007387028994618992
19890512,-0.005642236790181643
19890513,-0.0012644117344465869
19890514,-0.004520271127626227
19890515,-0.004780532296785372
19890516,-9.646485015648761E-4
19890517,-9.432452630840834E-4
19890518,-0.007666387284389532
19890519,-0.0070629670305530235
19890520,-0.004022526573544326
19890521,-0.00713781591842964
19890522,-0.010687264671555285
19890523,-0.012856199548701288
19890524,-0.010840196889160804
19890525,-0.009345223159459716
19890526,-0.008710057454955079
19890527,-0.00444259340698047
19890528,-0.00608813573824331
19890529,-0.007059037077283032
19890530,-0.011139219334999576
19890531,-0.020652458863414817
19890601,-0.009392796898565607
19890602,-0.007068466291165035
19890603,-0.0014403615932773936
19890604,-0.006133252417124003
19890605,-7.183083332840868E-4
19890606,-0.007362589451020945
19890607,-0.008513228465241643
19890608,-0.008420458713278027
19890609,-0.009408817223142308
19890610,-0.015291886153025094
19890611,-0.007956198047446579
19890612,-0.004144187578460752
19890613,-0.007079339451171779
19890614,-0.007618731750010961
19890615,-0.00896304830185636
19890616,-0.00248724450852543
19890617,-0.008995306719284666
19890618,-0.008069616582020763
19890619,-0.010020115678188096
19890620,-0.00496719728425606
19890621,-0.0030491466674488145
19890622,-0.001958276982999249
19890623,-0.0032163153510462966
19890624,-0.0075486915331705725
19890625,-0.007389582016898484
19890626,-0.00818145642043479
19890627,-0.003458957874673018
19890628,-0.002917444161548067
19890629,-0.0035994284066657558
19890630,-0.004159565082230638
19890701,-0.005902784884065907
19890702,-0.00796946563072051
19890703,-0.00602152279522181
19890704,-0.014017416080068866
19890705,-0.01481570090020395
19890706,-0.015791594756213088
19890707,-0.007741627244005736
19890708,-0.009168620388847153
19890709,-0.005277274228278372
19890710,-0.024514502282414807
19890711,-0.01756643103480128
19890712,-0.012984300936275546
19890713,-0.01132741087618142
19890714,-0.009011005167913755
19890715,-0.008901313952548975
19890716,-0.00866260863531466
19890717,-0.012035466900700922
19890718,-0.013368679048024681
19890719,-0.012945120398920925
19890720,-0.01283088862551257
19890721,-0.010867363837216709
19890722,-0.006517695404564819
19890723,-0.0021949809645029758
19890724,-0.008298608936839643
19890725,-0.0027755971534305516
19890726,-0.002260401939773247
19890727,-0.003923235797300571
19890728,-0.00914017018441252
19890729,-0.005066795031914076
19890730,-9.700305132311974E-4
19890731,-0.014789668610940063
19890801,-0.01469098657916651
19890802,-0.011444205394905052
19890803,-0.010156376852457443
19890804,-0.012821344936466526
19890805,-0.018735462105286194
19890806,-0.018536813526798614
19890807,-0.015580467623114014
19890808,-0.019374924748274194
19890809,-0.010804145798360636
19890810,-0.013983653570078768
19890811,-0.011455595176709122
19890812,-0.011319827697356196
19890813,-0.009951246369640397
19890814,-0.008489777629987537
19890815,-0.009605912502263999
19890816,-0.010115439857868865
19890817,-0.005067729765232225
19890818,-0.005900174842457509
19890819,-0.007163270830598523
19890820,-0.01029062173662996
19890821,-0.012035830173175896
19890822,-0.018005551052342292
19890823,-0.022804437853116796
19890824,-0.017817553255106595
19890825,-0.01748479944334157
19890826,-0.02439272160022919
19890827,-0.023162790324734717
19890828,-0.02600454166025739
19890829,-0.0351717461131912
19890830,-0.018490450187247386
19890831,-0.022003608313313005
19890901,-0.02335069837479067
19890902,-0.01701777955455818
19890903,-0.016285207331450346
19890904,-0.008815005679795391
19890905,-0.0066723197687352616
19890906,-0.016904739234835344
19890907,-0.014642186247810874
19890908,-0.019531445301879967
19890909,-0.029705351868750667
19890910,-0.03224994183253605
19890911,-0.033157919500906435
19890912,-0.0243529793786469
19890913,-0.023941902560012135
19890914,-0.028613830329126694
19890915,-0.026014009258961107
19890916,-0.02497950849976406
19890917,-0.020275411167155557
19890918,-0.028346706518043007
19890919,-0.027535653147290992
19890920,-0.021672576678242846
19890921,-0.017695591115594843
19890922,-0.033045965737738374
19890923,-0.04002915475464119
19890924,-0.027962367290193958
19890925,-0.03632161626646139
19890926,-0.01750636389087965
19890927,-0.02493753020888391
19890928,-0.016363013215196287
19890929,-0.02554916978024764
19890930,-0.026564142436935636
19891001,-0.03880659212621275
19891002,-0.023358593794203644
19891003,-0.021189880032379888
19891004,-0.028963405896902737
19891005,-0.04817071785302144
19891006,-0.03747761967510682
19891007,-0.03467694401276421
19891008,-0.0378520901100642
19891009,-0.03638715506019619
19891010,-0.03838461249249946
19891011,-0.03777535830029358
19891012,-0.043143205843005954
19891013,-0.04605570485993847
19891014,-0.04735702469079434
19891015,-0.04295537536703881
19891016,-0.03152447789158086
19891017,-0.020087705237469184
19891018,-0.033434733305185434
19891019,-0.05078451229244851
19891020,-0.0421058457596745
19891021,-0.03020717381329461
19891022,-0.03711550630889467
19891023,-0.017492558725640976
19891024,-0.017630001186560166
19891025,-0.0057714328158582195
19891026,-0.009540567522541133
19891027,-0.04938261646375542
19891028,-0.034275018473441256
19891029,-0.020583019835927356
19891030,-0.042083994685659334
19891031,-0.027210428909887334
19891101,-0.00422353166744941
19891102,-0.005934141633242015
19891103,-0.017518700868723102
19891104,-0.017470093254306245
19891105,-0.017720441907636764
