,P_mm,PE_mm,AEP_mm,Q_mm,RC
2019-10-01,3.0681083789501953,18.055558441172977,7.4803063715741,0.026991869918699188,0.008797560771935609
2019-11-01,9.578189493593051,27.383251958921992,8.265763524004399,0.0021853658536585365,0.00022816064091448076
2019-12-01,2.45300892283409,25.912931853258925,7.5396614342173,0.00016910569105691058,6.89380660146698e-05
2020-01-01,35.823868599063594,28.200713077288373,11.2211174949596,0.05469918699186991,0.001526892240591227
2020-02-01,13.942704896401981,20.45458046420515,15.40145644956,22.973359349593494,1.647697453276942
2020-03-01,13.79173388022024,16.413973643594918,10.541860120937901,3.6170406504065045,0.2622614880638013
2020-04-01,7.084406190318162,12.31677030155526,10.6490382683004,1.0209560975609757,0.14411315078972406
2020-05-01,1.7157965180194563,5.767063397839248,4.161924227644892,0.30653658536585365,0.1786555585971749
2020-06-01,7.586190308729067,6.790999347025999,5.227048891234068,0.8160260162601626,0.10756730098389443
2020-07-01,8.441458584276706,6.756452570343108,5.6138964161005,0.946029268292683,0.11206940824833082
2020-09-01,4.54732328806014,18.06789964976849,10.4526175081593,0.5551739837398374,0.12208808315818497
2020-10-01,8.343106980912253,21.28845571649056,11.1067088200014,0.4716747967479675,0.056534669617336435
2020-12-01,34.7670360902212,22.38427074676481,14.4787761521155,2.1565268292682926,0.0620279170094356
2021-01-01,21.940746037779842,27.24828685849896,16.8083631358842,7.963980487804877,0.36297674081326464
2021-02-01,16.7584382903008,22.225176505487987,13.9240927374148,4.51319674796748,0.2693089099226842
2021-03-01,80.25035064631415,14.742627558587959,9.9553553346305,33.23855609756097,0.4141858051692837
2021-04-01,7.7232529963061705,10.353056956392763,8.0285565163268,1.9749983739837398,0.2557210510814976
2021-05-01,6.421737613386521,8.129601750222486,6.5939816133662,1.309970731707317,0.20399007411585918
2021-06-01,7.724472797933008,5.647019430436073,5.4920083207846995,1.1580487804878048,0.1499194586843114
2021-07-01,3.4569451964329323,7.412614951053101,7.054281058218299,2.1644747967479674,0.626123549479868
2021-08-01,3.1040948070052656,12.005076386828836,6.900707648039701,1.1030764227642278,0.3553617048921395
2021-09-01,7.022666260712736,16.455560664491248,9.1196034953225,0.7942373983739838,0.11309627552959864
2021-10-01,1.3368293429427878,16.165994512014244,8.9873680422447,1.552260162601626,1.1611505767704098
2021-11-01,18.35828339913578,20.184325126075354,12.3582278963046,4.601391869918698,0.2506439066157629
2021-12-01,1.0512256676403362,19.690152032037968,12.4148236002667,9.063271544715448,8.621623143068396
2022-01-01,25.91615016306221,27.10711732423613,15.226305565270401,3.9037918699186993,0.15063162720374645
2022-02-01,25.40623487353361,21.166920053396616,13.4853333189824,8.991596747967481,0.3539129978418912
2022-03-01,72.14105772974173,15.413220112726194,12.233219654031,18.869320325203255,0.2615614591609178
2022-04-01,20.658758758334198,9.065432364283595,6.792375152738,5.0207089430894305,0.24303052287998503
2022-07-01,3.985967155948092,6.2383128151883716,4.845685239900789,4.4372032520325195,1.113206175171581
2022-08-01,2.7496060481122986,9.497173687333136,7.1760819737791,2.5483447154471546,0.9268035750782128
2022-09-01,20.6318014161165,14.517613467813705,8.924191100778,5.5613268292682925,0.2695511999705499
2022-10-01,18.4613728669666,13.217235241768027,7.9230167625973,4.570913821138212,0.24759338615152848
2022-11-01,2.2133766490394087,26.67211584099674,14.8998233466038,3.376429268292683,1.5254652974485983
2022-12-01,1.0310406093291178,24.742641649362206,13.1200175478056,1.301190243902439,1.2620164832780965
2023-01-01,3.7313873541574467,29.06310886977159,14.7016722087433,1.1640715447154473,0.31196748936249113
2023-02-01,1.5771752846564575,26.499965143874224,15.5588457428305,0.8528520325203253,0.5407465110677883
2023-03-01,5.2043691552626905,19.749721150993775,11.6280602073907,2.0597333333333334,0.39577002935130345
2023-04-01,3.169781113984661,10.338236428359538,6.9189019094676,1.028279674796748,0.32440084593226715
2023-05-01,2.6759216557854275,9.726546277069119,6.4366464499126,0.6309333333333333,0.23578169113031971
2023-07-01,5.016711737887391,9.035614061109465,4.4748747180832815,0.4607089430894309,0.09183484464735102
2023-08-01,3.715053527281508,12.663441857015725,5.530715151133601,0.3180878048780488,0.0856213248455695
2023-11-01,24.207712878455062,23.53060071195491,10.8634376220698,0.315330081300813,0.013026017074973561
2023-12-01,28.821423385806067,26.68939038860873,14.922672845441701,0.3648,0.012657251347955846
2024-01-01,43.35233107861844,29.310747552655002,15.297988337493202,0.4226471544715447,0.009749121764757793
2024-02-01,29.551333890629163,24.06667531889648,15.624646829880799,0.9057951219512195,0.03065158159369755
2024-03-01,2.3817685281004914,19.03617546722041,10.9783354766341,0.5668032520325204,0.23797579208276692
2024-04-01,19.60513481163553,11.779461584099677,10.3396942906468,1.5612617886178861,0.07963535082101483
2024-05-01,1.4127737304397774,5.928044348857905,4.2388495233453,4.201938211382114,2.9742471287841026
2024-06-01,35.77680505430476,6.046337881934145,4.874214357215115,1.9033365853658537,0.053200295064828304
2024-07-01,13.148677267977003,6.6211902996143595,6.1841332877035,1.9199349593495936,0.14601734609651623
2024-08-01,5.927628943663254,11.79891352714328,8.4749075771219,1.5781853658536584,0.2662422666555011
2024-09-01,6.258640601310949,16.71851453574607,9.5196630564527,1.0230894308943088,0.16346831461771588
2024-10-01,5.655200865984827,21.883224562444383,15.1248499322076,1.3287934959349594,0.2349683994298859
2024-11-01,2.115180264688622,19.471693117769213,12.7186849893172,0.731980487804878,0.3460605698836896
2024-12-01,5.688910653538037,30.096237763274992,16.8266799628286,0.8890926829268293,0.15628522525202368
2025-01-01,54.915927974364,25.801451349747854,13.7619938930415,1.3713300813008131,0.02497144511408386
2025-02-01,35.60914200312899,26.288053989913976,15.2290441492523,1.4624390243902439,0.04106920139389314
2025-03-01,29.820734559834932,16.28374740433106,14.493660911447199,19.34480650406504,0.6487032190722843
2025-04-01,17.219811082272543,9.632407297537824,8.8939924257215,3.459629268292683,0.20090982716147818
