4.685321277157384223e+00,9.763033332859720748e-01,3.261765753058524524e+02,2.901372540582484838e+00,2.089032467020619233e-01,9.002017325829192451e-01,4.062004220806705174e-02,4.473471646980160116e-03,6.937999046758345223e-01
2.294367885372093241e+00,9.514483840431799955e-01,3.187060009699684997e+02,1.244362883754538407e+00,7.746932172157468266e-02,4.096978639149437385e+00,8.068853629911787451e-02,7.219624262188683965e-03,7.531054551423708165e-01
6.374236299500626757e+00,4.984555279442053344e-01,1.937998711368312570e+02,2.460041054131381522e+00,2.739944368532526431e-01,2.844570552850149703e+00,8.312684444917484150e-02,6.234581517518735655e-03,8.209178102208670724e-01
3.329396128600506266e+00,9.122087030327454826e-01,5.817006868458510098e+02,1.285015782369030246e+00,2.910625875710910471e-01,7.414036890298026705e+00,8.536832252214207606e-02,4.866834086641670838e-03,6.055897686057740703e-01
3.653284283773766461e+00,8.101404738392266047e-01,2.791031453316805937e+02,2.705067958337099121e+00,2.396287321171559903e-01,7.344268209903873412e+00,6.524232253516519531e-02,6.542161002236609665e-03,7.082817620200194675e-01
5.272471850603765553e+00,3.921906024888471842e-01,6.980425583714821869e+01,1.697763647077203508e+00,2.377430146550940648e-01,4.473210608366061436e+00,8.042857472726726298e-02,8.549557382612639868e-04,7.438168247024967705e-01
7.487143304250007070e+00,5.307962938040697853e-01,4.146184842782487294e+02,1.239832216287196420e+00,8.522267283302842333e-02,7.523473040775563447e+00,6.044619063325241959e-02,8.356290721632284035e-03,6.356427522272122266e-01
6.292080630942778363e+00,8.059734980638550983e-01,2.841086309466638795e+02,3.769793070302567273e+00,2.182954414877438520e-01,2.934979288200750602e+00,6.160351093726473826e-02,3.375207301071295792e-03,7.737765885254915821e-01
4.511101352772885598e+00,4.997698547692066007e-01,8.849538603470307407e+01,2.104809787685734346e+00,2.019984280020836465e-01,2.585856534121855343e+00,7.205723776510002121e-02,7.606158285514048184e-03,8.150799871696498000e-01
5.433576769255710204e+00,6.088693027163101235e-01,3.407918525404475645e+02,3.437888957612277085e+00,1.733579562922659412e-01,2.885557959468654232e+00,9.666613223976278091e-02,7.897371257434287681e-03,7.393763943303289787e-01
8.247661171453986029e-01,7.632183227922242352e-01,4.841614589760288254e+02,1.534671727267610253e+00,9.166504407592844517e-02,2.399020143163088647e-01,5.205413509685854340e-02,1.907338910365627893e-03,6.817138796246171584e-01
7.836326304454230396e+00,7.078527924828790230e-01,2.419061789255767678e+02,1.632727613012999068e+00,9.219893750486536643e-02,4.133203984599945535e+00,2.907951455806854352e-02,8.239494470093672307e-03,6.256855055982732949e-01
7.447862976448460515e-01,4.382570580745823730e-01,1.063480292849569366e+02,2.570239706190095230e+00,2.995622582813869395e-01,4.673674725221382609e+00,3.382343359495440516e-02,6.854813025785783630e-03,6.266020115246266897e-01
4.612767390408316182e+00,3.774161017726050393e-01,2.150288272281252375e+02,8.164350526734787117e-01,1.950151001439024145e-01,8.105951136905767740e+00,7.634473041458685050e-02,3.725823904657605840e-03,7.152989440896538875e-01
5.405775799923073777e-02,9.818492443130639735e-01,3.807103997258174672e+02,1.255078699830949329e+00,2.658377220279743020e-02,6.061348859224542807e+00,9.637609673178336445e-02,3.213386268665777059e-03,6.811486464058102985e-01
4.088405551665295512e+00,9.168659960299661016e-01,2.741513041698599409e+02,1.843393194366637289e+00,1.748182108039606497e-01,5.586384888384038128e+00,7.213423522236935004e-02,2.752605275570299635e-03,7.711965635086096560e-01
2.149729706903118931e+00,7.300385430071301140e-01,5.661678721339874443e+01,1.614948135079377511e+00,2.857554033652294767e-01,1.404100057561773474e+00,8.393579523529573483e-02,4.002294011230524313e-03,7.199410546386911802e-01
4.124625339029553750e+00,9.526341010141050614e-01,2.575009765204731593e+02,2.267505046010626302e+00,2.082722794877312489e-01,2.938880106471164488e+00,9.419798298294852767e-02,5.678211555054007813e-03,8.694989316874188745e-01
5.615277039033108153e+00,5.826297794537138586e-01,7.199818170148113268e+02,6.141254862383787039e-01,5.033559703756853437e-02,3.676877522944077548e-01,7.191114897753766999e-02,6.598027378055668600e-03,6.699374389810663910e-01
5.529657053167357006e+00,8.006668691460052667e-01,6.408825655734369775e+02,1.059201538805375709e+00,2.997752082901739556e-01,2.600960504737364065e+00,7.331400036136352660e-02,2.959411867753735520e-03,6.854789196486041902e-01
1.539057450316453135e+00,7.140928464250528851e-01,5.174819890027140445e+02,3.456974813437856398e+00,1.321760948127449764e-01,5.070727240611710762e+00,9.524225392674506852e-02,3.674032343000645500e-03,6.098836165778993568e-01
6.068729893531760844e+00,9.375475846982535000e-01,5.299728983022596367e+02,1.414733146000783925e+00,8.320531040565844194e-02,8.284760531081863277e+00,8.787201965383900637e-02,5.023243820436185288e-03,6.248781341471814077e-01
1.594683960651760657e+00,9.773341160417758910e-01,5.999401424181878610e+02,2.389948711766418654e+00,4.795501457083608393e-02,5.505127589684982503e+00,6.080778748246575688e-02,5.356155130516615341e-03,6.006715261275250572e-01
5.273140070201342233e+00,3.156264191096382898e-01,3.160361004749769336e+02,7.593942336949042193e-01,1.914752170675751708e-01,6.319653014339637664e+00,9.068090566985871626e-02,5.034493891070283660e-03,7.609512267417235520e-01
2.874431210703375150e+00,5.907982452952369457e-01,3.656641064578889200e+02,2.985588939368382100e+00,8.003917077437883165e-02,5.841722821209065941e+00,7.410249427191957505e-02,6.030820244897210254e-03,6.280323548955257795e-01
3.524528837534969483e+00,8.679303406573619650e-01,1.459603213641192951e+02,2.981320371969563787e+00,2.094366967718474248e-01,2.351028480483586591e+00,3.611168028206887537e-02,6.817132931688867602e-03,7.344481624365061245e-01
4.385257479126591029e+00,6.606921744969698196e-01,2.210905937610739329e+02,8.584128189969728595e-01,9.775117278124000053e-02,1.484927874418022764e+00,2.909122673119222263e-02,4.547959330040034220e-03,6.326764488126169761e-01
5.572469350206137761e+00,8.498002316395714129e-01,5.400428783079111099e+02,1.160196080436103117e+00,2.736557627051772745e-01,7.569052990785975155e+00,8.020083033893686542e-02,7.649538349610036231e-03,6.197087562811965933e-01
6.471988500146073520e+00,5.901053476077560145e-01,1.010962224847712037e+02,2.751582501650463364e+00,2.194048312273945145e-01,8.664532833767712106e+00,5.510391535723253159e-02,2.472529245331962430e-03,6.437655217368150051e-01
1.499732934043966459e+00,8.309035863040470371e-01,2.639429228176574043e+02,1.134484155840177921e+00,4.182856233833013443e-02,3.706496544271566052e+00,6.213057369870617769e-02,3.591431888034834433e-03,7.537887835326551045e-01
5.215305908281265168e+00,4.866828002803014197e-01,5.769464296267238979e+01,1.474145624092830342e+00,1.789979793822104592e-01,9.246695462654843212e+00,4.490564355874361591e-02,8.534890910651281651e-03,6.147027305510102124e-01
