,P_mm,EP_mm,Q_mm,RC
2005-04-01,41.43967657317861,68.2655271815264,6.400884552845528,0.15446270536262902
2005-05-01,70.12337126954591,49.41644142780996,10.375557723577236,0.14796147897246445
2005-06-01,121.72982612649041,37.000636486271986,8.078100813008131,0.06636089995408449
2005-07-01,18.604080929976462,41.87577205700825,38.08620487804878,2.047196258788634
2005-08-01,11.667438677132338,51.2695088983972,4.686530081300813,0.4016759985622383
2005-09-01,76.12726766951249,72.1513653152953,4.9869918699186995,0.06550861501516747
2005-10-01,99.47909785679269,90.1270126333773,6.411291056910569,0.06444862483715004
2005-11-01,153.6575805712938,106.4215336329348,15.205632520325203,0.09895790668960922
2005-12-01,56.33280165116624,130.1717227448475,6.679921951219512,0.11857961534709538
2006-01-01,129.29866801745848,112.63650111293771,6.492656910569106,0.05021441450342271
2006-02-01,93.01096339208678,85.7123797010969,2.2884032520325204,0.02460358616420066
2006-03-01,90.60023727208328,92.2137500513551,7.172136585365854,0.07916244814930314
2006-04-01,18.85823730302202,62.5426225365599,3.3349333333333333,0.1768422615404735
2006-05-01,8.180176658633394,35.29664405441398,1.4580162601626017,0.1782377473014357
2006-06-01,58.09809052685911,29.902853710430545,1.692461788617886,0.029131108669319356
2006-07-01,53.348499147185194,38.50536866083903,3.0305040650406503,0.05680579797905238
2006-08-01,52.86605395812447,52.51301954729,4.553782113821138,0.08613811269946907
2006-09-01,61.01467595551818,76.7906780273403,17.248754471544714,0.2826984524857537
2006-10-01,57.610849227216356,79.4101831535277,3.0488845528455286,0.05292205537225761
2006-11-01,121.89748013511975,102.9599797984289,9.843186991869919,0.08074971673704032
2006-12-01,111.26216204335107,109.0621380036109,2.0379186991869918,0.018316367952592522
2007-01-01,83.01026808500009,108.210329222333,1.2626861788617887,0.015211204685772547
2007-02-01,157.92539566249098,89.44486860398341,2.1576975609756097,0.013662764952553395
2007-03-01,141.36261492159971,98.5412457929745,6.628448780487805,0.046889687094172454
2007-04-01,59.72250949790408,63.300336381151304,3.0192,0.05055380333785132
2007-05-01,27.947589090425794,51.2269727023466,3.386120325203252,0.12115965760936637
2007-06-01,89.02013828700923,36.19624981485598,13.417404878048782,0.15072325359448235
2007-07-01,12.088505834829608,39.27115544701003,8.093892682926828,0.6695527796004836
2007-08-01,115.70257172975002,52.34105642430538,28.64240650406504,0.2475520299666802
2007-09-01,45.76311674433654,79.1487824138982,12.615739837398374,0.2756748389293141
2007-10-01,62.224804255567555,90.3261253827087,2.82169756097561,0.04534682904563961
2007-11-01,163.59540846303716,101.5636405295183,12.959986991869918,0.07921974775226107
2007-12-01,168.87369834891246,115.960091159827,39.64330406504065,0.23475120431799293
2008-01-01,148.0501665288095,111.4100798586056,36.818081300813006,0.24868652406175085
2008-02-01,186.59419629813743,93.8639814976417,59.8245593495935,0.320613183777735
2008-03-01,51.91184887054026,95.8231899443778,17.117268292682926,0.32973721154433583
2008-04-01,199.74574927295626,66.8408600637345,60.70712195121951,0.3039219716674026
2008-05-01,23.47261140728726,53.75505478194,14.783323577235773,0.6298116268667989
2008-06-01,97.18186846022986,37.56267422421798,31.481560975609757,0.3239448003460963
2008-07-01,34.08485898412234,46.27112623159711,7.950985365853659,0.23327030249875597
2008-08-01,35.0682614463129,52.159247321218274,6.17529756097561,0.1760936329971637
2008-09-01,116.11309807171604,82.4296089050808,26.937144715447154,0.23199057783136326
2008-10-01,108.98588877391143,110.41112546320579,6.252461788617886,0.05736946185380445
2008-11-01,176.33152439857568,97.32178848261,6.473782113821138,0.03671369674765558
2008-12-01,154.57563739355226,130.7055703387951,14.817925203252033,0.095861970573832
2009-01-01,67.34575945178854,129.7551267073836,3.6834341463414635,0.05469437387484448
2009-02-01,217.2487403872211,97.7084149526656,62.61361951219512,0.2882116572947373
2009-03-01,156.30278404799915,103.5811411927331,11.85109593495935,0.07582140015701823
2009-04-01,136.71378253673868,71.5884776995775,81.53108292682927,0.5963633030555618
2009-05-01,125.68276987569413,54.6642535017882,92.18791544715447,0.7334968471679326
2009-06-01,56.93359334139618,42.317960831282036,39.63408130081301,0.6961457897651303
2009-07-01,27.560931764481378,45.74358071443211,15.996045528455285,0.5803884159341043
2009-08-01,3.5677639001047847,57.699152870865,7.355252032520325,2.061585978910853
2009-09-01,26.37730600626366,67.7618069989651,4.9163707317073175,0.1863863857264217
2009-10-01,152.88513435679627,88.5227134092496,5.704260162601626,0.037310757429753025
2009-11-01,90.91287646213287,118.4223480331528,16.347655284552847,0.17981672036702073
2009-12-01,196.041654894552,100.9300975725676,5.570640650406504,0.02841559694751032
2010-01-01,151.9986604601311,133.9665360755305,20.44610081300813,0.1345150065869896
2010-02-01,103.96220580917455,99.3559931164844,22.463388617886178,0.21607264335193443
2010-03-01,116.78872930080428,93.1922007676669,12.982712195121952,0.11116408469248192
2010-04-01,25.769196406361797,68.6536544438852,7.834848780487805,0.30403931333122863
2010-05-01,55.53541539321193,48.1339210984374,4.070660162601626,0.07329845529703521
2010-06-01,62.809678208104216,37.83087358150169,14.711882926829269,0.23422955421113784
2010-07-01,88.06338401134833,39.376879776556486,12.942386991869919,0.14696672331149677
2010-08-01,38.65357719508752,58.5963399103331,27.981229268292683,0.7238975354614479
2010-09-01,49.107034106724086,74.1314474939589,8.077047154471545,0.16447841539193217
2010-10-01,134.84949715420413,91.5527220963874,21.6096,0.16024976329936794
2010-11-01,173.86589794090116,106.3052292355839,39.571863414634144,0.2275999139755689
2010-12-01,134.04014301137278,120.4241253662279,51.37610406504065,0.38328893800629255
2011-01-01,116.90795030861756,127.1219367915896,29.945534959349594,0.25614626618889785
2011-02-01,90.71232735236546,100.2568890725366,9.79319674796748,0.10795883022520761
2011-03-01,141.05251474822956,89.0624777035694,13.640182113821139,0.0967028637395658
2011-04-01,81.79692550944164,71.6639273921009,14.388435772357724,0.17590435927444362
2011-05-01,70.35262793979386,50.0697858100949,12.742868292682926,0.18112853301781387
2011-06-01,157.4096151802186,45.66307641160047,155.90961951219512,0.9904707494119331
2011-07-01,31.858188237359027,43.80420931980846,26.483642276422763,0.8312978151521588
2011-08-01,70.02606879366934,57.414529227779234,19.98359674796748,0.2853736771494173
2011-09-01,90.99726818078787,86.332256243995,11.717567479674797,0.12876834342317883
2011-10-01,120.39548763497483,96.0693684220392,15.25849756097561,0.1267364571605674
2011-11-01,221.63141230652303,112.0411892104218,26.390569105691057,0.11907413678884152
2011-12-01,125.45477348435229,109.31942010200329,23.5517918699187,0.18773133309954335
2012-01-01,215.50637143478195,123.3780917117433,26.30129430894309,0.1220441610790267
2012-02-01,212.0074436853878,101.2299922200057,126.66648455284553,0.5974624397660985
2012-03-01,111.36926003720383,93.8881251820939,29.80052032520325,0.26758299655801016
2012-04-01,70.47606982908236,67.14120833448929,14.30419512195122,0.2029652782375857
2012-05-01,24.558000784755556,53.197147996721306,7.901983739837399,0.3217682012919625
2012-06-01,75.7956899814343,41.800061808389735,11.42030569105691,0.15067223075420577
2012-07-01,48.819501062027534,40.12055737297642,15.294725203252032,0.31329130512455144
2012-08-01,19.313159785776158,60.872588282543504,8.73468617886179,0.45226603392443065
2012-09-01,21.833723944596613,71.1649742646248,4.465678048780488,0.2045312132786972
2012-10-01,27.534131899884123,73.7797543464548,2.6135154471544717,0.09491911554202552
2012-11-01,96.36574744278056,87.7263489143468,2.2925268292682928,0.023789851582166524
2012-12-01,125.72407472389607,114.7142516653751,3.3911934959349592,0.026973302475141646
2013-01-01,180.7692546892237,111.0680426377483,8.058757723577235,0.044580355976085395
2013-02-01,263.4210189415933,103.816279650402,68.26333658536585,0.2591415706295687
