system:index,ET
2016_03_21,210.98991397211515
2016_03_29,212.57520023731828
2016_04_06,181.78854939187178
2016_04_14,158.53165232868582
2016_04_22,138.0243844556512
2016_04_30,137.46959359240586
2016_05_08,130.20278849006226
2016_05_16,118.12749925838028
2016_05_24,98.45464253930592
2016_06_01,88.9450608128152
2016_06_09,98.38605754968854
2016_06_17,79.36380895876599
2016_06_25,73.13094037377631
2016_07_03,78.5514684070009
2016_07_11,85.8716701275586
2016_07_19,100.63043607238211
2016_07_27,91.82497775140907
2016_08_04,103.5403737763275
2016_08_12,122.78404034411157
2016_08_20,103.41299317709878
2016_08_28,143.4461584099674
2016_09_05,174.6857312370217
2016_09_13,160.1323049540196
2016_09_21,192.6695935924059
2016_09_29,214.05191337881942
2016_10_07,214.28086621180657
2016_10_15,238.03352121032336
2016_10_23,263.35318896469903
2016_10_31,293.3724710768318
2016_11_08,291.75793533076234
2016_11_16,358.45689706318603
2016_11_24,325.3758528626521
2016_12_02,297.7142094334025
2016_12_10,297.10068229012165
2016_12_18,316.6488875704539
2016_12_26,240.86277069118955
2017_01_01,340.869237614951
2017_01_09,349.44188668051027
2017_01_17,342.295995253634
2017_01_25,346.99916938593884
2017_02_02,303.0552951646395
2017_02_10,285.06199940670433
2017_02_18,294.3429842776624
2017_02_26,240.15603678433706
2017_03_06,211.82723227528925
2017_03_14,214.35479086324526
2017_03_22,259.0182735093444
2017_03_30,181.74292494808662
2017_04_07,195.41275585879563
2017_04_15,186.12743992880445
2017_04_23,162.26366063482644
2017_05_01,141.49658854939182
2017_05_09,121.03269059626221
2017_05_17,123.42758825274403
2017_05_25,109.43625037080984
2017_06_02,85.99655888460399
2017_06_10,91.8597448828241
2017_06_18,101.28234945120144
2017_06_26,89.46146544052212
2017_07_04,95.82171462474044
2017_07_12,101.62723227528922
2017_07_20,102.78386235538414
2017_07_28,107.95894393355091
2017_08_05,122.75929991100564
2017_08_13,124.71978641352713
2017_08_21,124.87327202610504
2017_08_29,152.83025808365474
2017_09_06,167.76986057549695
2017_09_14,175.12263423316526
2017_09_22,210.00557698012463
2017_09_30,178.8262830020766
2017_10_08,207.38576090180953
2017_10_16,220.31859982201132
2017_10_24,278.2291901512905
2017_11_01,258.16570750519134
2017_11_09,272.754909522397
2017_11_17,268.13622070602196
2017_11_25,307.7251260753487
2017_12_03,276.3811925244735
2017_12_11,348.9590625927024
2017_12_19,271.63921684959956
2017_12_27,186.6993770394541
2018_01_01,349.47611984574314
2018_01_09,298.1828537525957
2018_01_17,325.51563334322145
2018_01_25,274.67362800355994
2018_02_02,282.16618214179766
2018_02_10,285.7444675170574
2018_02_18,217.94043310590325
2018_02_26,262.98552358350634
2018_03_06,225.4229012162563
2018_03_14,247.53088104420056
2018_03_22,224.39050726787303
2018_03_30,235.9570453871255
2018_04_07,233.32429546128753
2018_04_15,192.92637199644025
2018_04_23,147.98914268762982
2018_05_01,138.62040937407298
2018_05_09,112.22189261346786
2018_05_17,120.49569860575495
2018_05_25,106.67700978938002
2018_06_02,78.77549688519726
2018_06_10,85.50133491545537
2018_06_18,80.04627706911896
2018_06_26,86.3414417086918
2018_07_04,95.14245031148032
2018_07_12,90.62052803322457
2018_07_20,103.50892910115695
2018_07_28,107.00990803915752
2018_08_05,107.02266389795314
2018_08_13,113.05137941263722
2018_08_21,113.18107386532186
2018_08_29,126.09196084247998
2018_09_06,167.8236725007416
2018_09_14,162.85565114209425
2018_09_22,169.8845446455058
2018_09_30,160.61566300800948
2018_10_08,186.49267279738947
2018_10_16,258.71177692079505
2018_10_24,272.6770691189558
2018_11_01,266.2004153070306
2018_11_09,280.8608721447642
2018_11_17,284.80723820824676
2018_11_25,313.02770691189556
2018_12_03,324.79893206763575
2018_12_11,323.2005932957578
2018_12_19,374.4533372886385
2018_12_27,239.11842183328392
2019_01_01,355.3701768965926
2019_01_09,346.8605603704142
2019_01_17,282.7315089635522
2019_01_25,305.134334560133
2019_02_02,312.9028849578534
2019_02_10,302.9803514187344
2019_02_18,241.60714709723374
2019_02_26,240.15849459812415
2019_03_06,241.23453638846016
2019_03_14,224.1817642170248
2019_03_22,221.12626142704497
2019_03_30,210.41078000712332
2019_04_07,186.8178202540662
2019_04_15,167.55520598361616
2019_04_23,157.88098064822506
2019_05_01,126.47957972218924
2019_05_09,120.08037516324347
2019_05_17,118.95013653092718
2019_05_25,89.95761605128813
2019_06_02,82.28997981716728
2019_06_10,93.81568324824882
2019_06_18,73.93102220111598
2019_06_26,91.93244687166093
2019_07_04,86.93090347857058
2019_07_12,84.66722070521192
2019_07_20,99.75448177608926
2019_07_28,94.79834975661876
2019_08_05,96.54541137361981
2019_08_13,107.363647156595
2019_08_21,122.31289326843164
2019_08_29,132.85836400332423
2019_09_06,136.35284340496258
2019_09_14,153.82541849697256
2019_09_22,167.5915350825122
2019_09_30,181.53431081562377
2019_10_08,177.3605603704143
2019_10_16,213.2407099608215
2019_10_24,206.50065297399973
2019_11_01,214.3648343820491
2019_11_09,209.7661165855395
2019_11_17,169.71874628992052
2019_11_25,181.3293363409711
2019_12_03,189.33628160987774
2019_12_11,191.01923305235653
2019_12_19,182.5118128932684
2019_12_27,95.27258696426449
2020_01_01,146.87100795441046
2020_01_09,117.6984447346551
2020_01_17,219.01733349162996
2020_01_25,269.05283153270807
2020_02_02,190.32256915588266
2020_02_10,289.63326605722426
2020_02_18,264.5211326130832
2020_02_26,300.15600142467054
2020_03_05,246.5972931259646
2020_03_13,242.28327199335152
2020_03_21,221.13475008904194
