system:index,ET
2020_03_29,210.4471091060192
2020_04_06,158.77994776207998
2020_04_14,188.659741184851
2020_04_22,178.67749020538992
2020_04_30,136.7612489611777
2020_05_08,123.47388104000946
2020_05_16,105.26932209426566
2020_05_24,100.53342039653327
2020_06_01,91.19031224029443
2020_06_09,96.92573904784517
2020_06_17,95.61349875341327
2020_06_25,96.11088685741423
2020_07_03,89.29324468716611
2020_07_11,74.45518223910717
2020_07_19,94.13480945031459
2020_07_27,99.47744271637187
2020_08_04,93.68033954647989
2020_08_12,132.96088092128687
2020_08_20,112.07437967470017
2020_08_28,164.85462424314377
2020_09_05,163.67309747120973
2020_09_13,200.63184138667927
2020_09_21,214.59100083105773
2020_09_29,236.66247180339545
2020_10_07,270.2827377418973
2020_10_15,232.84340496260234
2020_10_23,223.31022201115985
2020_10_31,271.1780838181171
2020_11_08,325.3087379793422
2020_11_16,362.2626736317225
2020_11_24,373.6449008666746
2020_12_02,279.92633266057226
2020_12_10,280.94200403656646
2020_12_18,290.01288139617714
2020_12_26,255.6715540781194
2021_01_01,321.1692672797391
2021_01_09,393.79377039454164
2021_01_17,356.5819638089587
2021_01_25,360.1482052803323
2021_02_02,323.7719964402255
2021_02_10,290.1793533076238
2021_02_18,301.53159299911005
2021_02_26,300.8147137347968
2021_03_06,257.72269356274103
2021_03_14,156.94690002966473
2021_03_22,222.34903589439338
2021_03_30,204.7322456244438
2021_04_07,195.9190151290419
2021_04_15,153.31367546722038
2021_04_23,155.4700682290122
2021_05_01,128.9104716701276
2021_05_09,110.23399584692976
2021_05_17,113.99210916641945
2021_05_25,94.13366953426282
2021_06_02,84.70442005339665
2021_06_10,85.22035004449721
2021_06_18,73.01340848412934
2021_06_26,72.113794126372
2021_07_04,72.48768911302282
2021_07_12,91.69403737763275
2021_07_20,89.69006229605459
2021_07_28,107.80961139127854
2021_08_05,114.14428952832989
2021_08_13,118.97543755562151
2021_08_21,123.2269949569861
2021_08_29,143.3286858498962
2021_09_06,168.89587659448236
2021_09_14,149.03399584692968
2021_09_22,170.84336991990506
2021_09_30,201.47606051616722
2021_10_08,201.50560664491246
2021_10_16,264.1437555621476
2021_10_24,275.93580539899136
2021_11_01,271.17834470483535
2021_11_09,284.8094927321269
2021_11_17,245.73539009196077
2021_11_25,270.97988727380607
2021_12_03,323.1218629486799
2021_12_11,363.08484129338456
2021_12_19,379.0731533669533
2021_12_27,194.62847819638088
2022_01_01,433.9959062592702
2022_01_09,383.35223969148643
2022_01_17,312.81127261940077
2022_01_25,371.04764164936233
2022_02_02,290.0079501631564
2022_02_10,332.300326312667
2022_02_18,272.0715514684071
2022_02_26,247.9553841590033
2022_03_06,242.22224859092265
2022_03_14,273.9456541085732
2022_03_22,154.8793829724118
2022_03_30,192.3099377039454
2022_04_07,191.65232868584985
2022_04_15,181.99068525660044
2022_04_23,135.06455057846338
2022_05_01,138.96630080094923
2022_05_09,118.23452981311189
2022_05_17,91.77330169089291
2022_05_25,103.23998813408487
2022_06_02,83.02551171759124
2022_06_10,92.66561851082767
2022_06_18,92.97751409077428
2022_06_26,81.19382972411745
2022_07_04,71.36558884603977
2022_07_12,74.04888757045387
2022_07_20,93.03102936814004
2022_07_28,99.89279145654108
2022_08_05,95.28128151883712
2022_08_13,115.59086324532784
2022_08_21,131.2631859982201
2022_08_29,127.06288935034115
2022_09_06,155.90803915752002
2022_09_14,171.57514090774248
2022_09_22,192.42509641056066
2022_09_30,184.82978344704838
2022_10_08,222.1578166716108
2022_10_16,203.7734203500445
2022_10_24,295.54007712844844
2022_11_01,288.7148027291605
2022_11_09,319.07558587956095
2022_11_17,350.4889350341145
2022_11_25,328.2266983091071
2022_12_03,321.7371106496587
2022_12_11,298.2579056659745
2022_12_19,307.93711064965885
2022_12_27,231.7269059626223
2023_01_01,349.46983091070905
2023_01_09,345.0828834173837
2023_01_17,318.23221595965595
2023_01_25,359.58350637792955
2023_02_02,337.0576090180956
2023_02_10,322.96493622070597
2023_02_18,279.55206170275903
2023_02_26,297.7895579946604
2023_03_06,272.2785523583506
2023_03_14,280.479323642836
2023_03_22,222.0513200830614
2023_03_30,203.40142390981907
2023_04_07,189.62337585286267
2023_04_15,171.73028774844258
2023_04_23,156.56855532482936
2023_05_01,141.21340848412936
2023_05_09,125.13497478493028
2023_05_17,109.35870661524773
2023_05_25,109.64746366063486
2023_06_02,111.56606348264611
2023_06_10,97.17614951053099
2023_06_18,87.04289528329873
2023_06_26,85.33930584396322
2023_07_04,89.97751409077422
2023_07_12,98.43381785820235
2023_07_20,101.04971818451499
2023_07_28,116.04633639869476
2023_08_05,115.20379709285078
2023_08_13,120.09546128745178
2023_08_21,135.38231978641352
2023_08_29,142.24841293384748
2023_09_06,156.38362503708098
2023_09_14,201.37508157816674
2023_09_22,206.56054583209732
2023_09_30,216.5147433995847
2023_10_08,233.2433105903293
2023_10_16,230.36404627706912
2023_10_24,197.41696825867703
2023_11_01,210.45701572233762
2023_11_09,281.35829130821713
2023_11_17,256.6144170869178
2023_11_25,299.2798576090182
2023_12_03,386.5844556511421
2023_12_11,352.23553841590024
2023_12_19,271.29196084247997
2023_12_27,226.3618510827647
2024_01_01,331.279323642836
2024_01_09,351.31189557994657
2024_01_17,352.61412043903897
2024_01_25,364.17543755562156
2024_02_02,307.58967665381186
2024_02_10,346.7296944526847
2024_02_18,297.94707801839223
2024_02_26,307.2242064669238
2024_03_05,290.5306437258974
2024_03_13,237.99620290714924
2024_03_21,239.72969445268467
2024_03_29,197.52281222189268
2024_04_06,202.36547018688822
2024_04_14,176.38065855829134
2024_04_22,151.97217442895285
2024_04_30,120.24058142984285
2024_05_08,124.54055176505487
2024_05_16,96.78000593295762
2024_05_24,108.89225749035896
2024_06_01,86.926727973895
2024_06_09,81.17941263719965
2024_06_17,85.07392465143873
2024_06_25,89.17134381489173
2024_07_03,85.21216256303768
2024_07_11,86.97288638386237
2024_07_19,100.42990210619996
2024_07_27,82.42901216256304
2024_08_04,110.72619400771283
2024_08_12,111.8634233165233
2024_08_20,170.4339365173539
2024_08_28,185.0687629783447
2024_09_05,191.39305843963223
2024_09_13,186.47345001483245
2024_09_21,175.19204983684367
2024_09_29,247.76564817561558
2024_10_07,220.53183031741318
2024_10_15,259.7638089587659
2024_10_23,294.616374962919
2024_10_31,312.20759418570174
2024_11_08,320.39786413527145
2024_11_16,340.4394541679027
2024_11_24,342.07315336695336
2024_12_02,386.7734796796203
2024_12_10,421.21429842776644
2024_12_18,379.8870958172649
2024_12_26,247.20302580836548
2025_01_01,299.8428359537229
2025_01_09,288.39424503114793
2025_01_17,290.44461584099673
2025_01_25,365.2154256897064
2025_02_02,357.1869474933255
2025_02_10,309.386532186295
2025_02_18,329.7754375556215
2025_02_26,315.70175022248606
2025_03_06,262.04331059032927
2025_03_14,247.28318006526254
2025_03_22,191.53177098783743
2025_03_30,221.10430139424494
2025_04_07,202.26306733906847
2025_04_15,184.5916345298131
2025_04_23,145.8666271136161
2025_05_01,142.06004153070307
2025_05_09,108.8778997330169
2025_05_17,92.29024028478197
2025_05_25,93.92453277959065
2025_06_02,74.37905665974488
2025_06_10,72.05553248294271
2025_06_18,90.97294571343816
2025_06_26,67.12251557401365
2025_07_04,90.16641946010087
2025_07_12,83.83696232571937
2025_07_20,93.92678730347079
2025_07_28,71.68015425689705
2025_08_05,97.20225452388014
2025_08_13,100.83369919905076
2025_08_21,141.20533966182145
2025_08_29,152.1935330762385
2025_09_06,166.65915158706613
2025_09_14,212.86140611094635
2025_09_22,211.51148027291606
2025_09_30,232.18688816374967
2025_10_08,286.47196677543764
2025_10_16,316.3452388015426
2025_10_24,238.0960545832098
2025_11_01,295.75971521803615
2025_11_09,287.4619400771285
2025_11_17,311.17822604568374
2025_11_25,335.5127261940077
2025_12_03,281.91094630673393
2025_12_11,288.7598932067636
2025_12_19,285.9724710768319
2025_12_27,155.77419163452984
