system:index,total_evaporation_sum
19811230,-0.004000899091649584
19811231,-0.00411657182968589
19820101,-0.0049235601092882855
19820102,-0.00395670213294233
19820103,-0.004589001914996327
19820104,-0.0044740505676237885
19820105,-0.003908203422661654
19820106,-0.004236923919197734
19820107,-0.004091922340547883
19820108,-0.002801503505729193
19820109,-0.004309003312409536
19820110,-0.00427714022518568
19820111,-0.004515741368053635
19820112,-0.004774227042312235
19820113,-0.004329532253545882
19820114,-0.003118387218691204
19820115,-0.001990337480400071
19820116,-0.0024204904391990703
19820117,-0.0028664541244132146
19820118,-0.0028944452157160247
19820119,-0.00362310044538639
19820120,-0.003558089607810896
19820121,-0.004326675477071653
19820122,-0.004378009937902192
19820123,-0.004189346674928074
19820124,-0.00493519850691599
19820125,-0.004887114487296152
19820126,-0.00510521939997101
19820127,-0.0031301925521318645
19820128,-0.0033927081540125765
19820129,-0.00417073364042894
19820130,-0.004711688984525481
19820131,-0.004115322500145072
19820201,-0.0033123217056617066
19820202,-0.003215572870434124
19820203,-0.0036113036308893748
19820204,-0.004648927796181495
19820205,-0.0032100868154469812
19820206,-0.003640178803833159
19820207,-0.0042287460273295165
19820208,-0.004662105061211251
19820209,-0.0041028339401738
19820210,-0.002905342847283068
19820211,-0.003964573029369706
19820212,-0.0038150752522941203
19820213,-0.003683685997549254
19820214,-0.0034167678385545832
19820215,-0.0037938668391427743
19820216,-0.0038453496548119777
19820217,-0.003616241224883846
19820218,-0.003542056056392876
19820219,-0.0035205617005149253
19820220,-0.0036703848989803572
19820221,-0.0029561393804565296
19820222,-0.003007913403997986
19820223,-0.003113308073828679
19820224,-0.0032473035496752064
19820225,-0.0035918022256071973
19820226,-0.003679299421855738
19820227,-0.0023596041073597846
19820228,-0.0029062224897680807
19820301,-0.0031588892721488354
19820302,-0.003171181402115072
19820303,-0.002565048551498374
19820304,-0.0011369767285244585
19820305,-0.0026460854381581385
19820306,-0.0031236923638584164
19820307,-0.00405694060983042
19820308,-0.003882499715664111
19820309,-0.002154883797036243
19820310,-0.0019828938650281575
19820311,-0.002246060641377092
19820312,-0.002672915466257171
19820313,-0.002140651039239642
19820314,-0.0038054350964483335
19820315,-0.0033542813216156917
19820316,-0.0030950811617816393
19820317,-0.0033821474856783437
19820318,-0.0020757788486417163
19820319,-0.003115282168619845
19820320,-0.0024288256810722788
19820321,-0.002950902298319526
19820322,-0.00319011452883437
19820323,-0.0033474532280820734
19820324,-0.003096796752384313
19820325,-0.002798225119314677
19820326,-0.0030680030969322584
19820327,-0.00324534564706393
19820328,-0.0024844565925951534
19820329,-0.003288870092986259
19820330,-0.0027427295640650514
19820331,-0.002781820635486705
19820401,-0.002525266777814888
19820402,-0.0027617192890158774
19820403,-0.002623933422743809
19820404,-0.0022002560149073625
19820405,-0.0027002741932318163
19820406,-0.002592122074903211
19820407,-0.0026318717357319194
19820408,-0.0025438484619400865
19820409,-0.002257453087555244
19820410,-0.0020974083643182746
19820411,-0.0020891473574017293
19820412,-0.002149356530193846
19820413,-0.002185610952200019
19820414,-0.0023297745246427994
19820415,-0.0022159280768753236
19820416,-0.002392534557556669
19820417,-0.0021966098681530637
19820418,-0.002026007867467172
19820419,-0.002011408145860988
19820420,-0.002101054173108093
19820421,-0.0019528263713344872
19820422,-0.002392701862948022
19820423,-0.0026262715477604107
19820424,-0.002753649298584068
19820425,-0.002391241740286425
19820426,-0.002883772638331098
19820427,-0.002804783790852141
19820428,-0.0022779849229339734
19820429,-0.001939591689998701
19820430,-0.0018676933496890723
19820501,-0.0014250047400458864
19820502,-0.0013431914921157734
19820503,-0.001691496172703958
19820504,-0.0019787157356724056
19820505,-0.0022521512514050053
19820506,-0.0023406870031824414
19820507,-0.0019543539074188443
19820508,-0.0015748243882918673
19820509,-0.0019363960228262753
19820510,-0.0020509322559583228
19820511,-0.0018349311518023167
19820512,-0.0018443530478821735
19820513,-0.001731912594645473
19820514,-0.0015188430635240287
19820515,-0.001186529647625434
19820516,-0.0014319433436089939
19820517,-0.0017440045193898065
19820518,-0.0018191014268281677
19820519,-0.0015553338206350906
19820520,-0.0018724322784574956
19820521,-0.0014682512498524634
19820522,-0.0013254537644519972
19820523,-0.0012435148872185922
19820524,-0.0012262438059786108
19820525,-0.0013202992621280001
19820526,-0.001405140085003919
19820527,-0.0012346434220296967
19820528,-0.0010316528514334835
19820529,-0.0014310731506876706
19820530,-0.001558734789520674
19820531,-0.002011807009986155
19820601,-0.0011055124288030026
19820602,-0.0014740303355468883
19820603,-0.001186777638289716
19820604,-0.001619364559062167
19820605,-0.0012714561192997441
19820606,-9.622126177931241E-4
19820607,-0.0011681414145844225
19820608,-7.78233100020139E-4
19820609,-7.973170045155327E-4
19820610,-9.110175204754383E-4
19820611,-0.0011477860452797893
19820612,-0.0012269776476547584
19820613,-0.0018130902391557476
19820614,-0.00130516510365003
19820615,-0.0012442665963780495
19820616,-0.0016015114290332982
19820617,-8.228035206722196E-4
19820618,-0.0014116753940909593
19820619,-0.0012736824727744827
19820620,-0.0017011671709465798
19820621,-0.0013364184433292256
19820622,-0.0011964713754158145
19820623,-0.0010492007134059339
19820624,-8.583911000250988E-4
19820625,-8.027329882627941E-4
19820626,-7.36053871880277E-4
19820627,-0.0012581088754653113
19820628,-0.001096546308970913
19820629,-0.0010503152283252797
19820630,-9.201104530953627E-4
19820701,-7.34799376812777E-4
19820702,-7.910167773577145E-4
19820703,-8.685489331515161E-4
19820704,-0.00131302894806634
19820705,-0.0012837788784679284
19820706,-0.0012572551020162315
19820707,-0.0012074473909031423
19820708,-0.0011307835651045023
19820709,-0.0010992045285962825
19820710,-5.132408248275136E-4
19820711,-9.318246268464715E-4
19820712,-7.402276052155024E-4
19820713,-9.035537908308493E-4
19820714,-0.0014405840577879439
19820715,-0.0015774692188848167
19820716,-0.0013911587527822185
19820717,-0.0014171553558820088
19820718,-0.0012530203789719863
19820719,-0.0018880521516562217
19820720,-8.572077496655929E-4
19820721,-6.988384061429047E-4
19820722,-0.001016806653727231
19820723,-0.0012769888960029242
19820724,-5.925938110496038E-4
19820725,-0.001458085275463327
19820726,-0.0012367759348610582
19820727,-6.788115179869197E-4
19820728,-0.0015291940123461011
19820729,-0.0013764825685856955
19820730,-0.0012738892757037576
19820731,-0.0012535599876932378
19820801,-0.001397273916004589
19820802,-0.001678677714531194
19820803,-0.0016836006720783365
19820804,-0.0014638092202107023
19820805,-0.0013833334867584663
19820806,-0.0014164706197517403
19820807,-9.592791996298643E-4
19820808,-9.546029518447629E-4
19820809,-0.0015265458851944035
19820810,-0.0016074568231800618
19820811,-0.001690396171944627
19820812,-0.0014414986297169724
19820813,-0.0015927152758286702
19820814,-0.0015402628060618567
19820815,-0.0014997408734454198
19820816,-0.0015189586318270594
19820817,-0.0013813612917997825
19820818,-0.0010447168970976553
19820819,-0.001126261838370602
19820820,-0.001638561645969992
19820821,-0.0017069271730756922
19820822,-0.0015097138273085001
19820823,-0.001283757424842391
19820824,-0.0018333548553023825
19820825,-0.0018536254718641188
19820826,-0.0015893890612578608
19820827,-0.0017869043242872912
19820828,-0.0018247372998397254
19820829,-0.0019198898822706124
19820830,-0.0017973012135167174
19820831,-0.0020128988574460603
19820901,-0.002040611526293987
19820902,-0.002301350407871898
