system:index,ET
2017_01_09,347.7422196350388
2017_01_17,338.6077695862144
2017_01_25,347.05980361299237
2017_02_02,299.954199118231
2017_02_10,283.9401678516533
2017_02_18,292.07719036403694
2017_02_26,242.67023689290957
2017_03_06,214.26798615584656
2017_03_14,215.56731292990892
2017_03_22,261.49951234809816
2017_03_30,183.15695045770676
2017_04_07,199.47499416978079
2017_04_15,190.0392686676806
2017_04_23,165.44279639243447
2017_05_01,143.86944756834887
2017_05_09,124.57164894681281
2017_05_17,127.78270138488197
2017_05_25,112.55062646920794
2017_06_02,90.95687344495468
2017_06_10,96.39694221374667
2017_06_18,104.38118207074933
2017_06_26,91.61512847127442
2017_07_04,99.01643047732074
2017_07_12,104.23715267608158
2017_07_20,106.04125396686055
2017_07_28,110.66635258898062
2017_08_05,124.78535142360069
2017_08_13,126.29514222155669
2017_08_21,126.54710700774615
2017_08_29,155.79313529750823
2017_09_06,170.53722373717326
2017_09_14,177.43822978349056
2017_09_22,210.59984831298104
2017_09_30,180.42958394655287
2017_10_08,208.58309876693147
2017_10_16,219.26456244527245
2017_10_24,279.9909592083499
2017_11_01,258.81994532137634
2017_11_09,274.6701182209792
2017_11_17,271.65930307209277
2017_11_25,313.70683401172914
2017_12_03,277.06813118673284
2017_12_11,348.3735632918182
2017_12_19,273.922717634461
2017_12_27,188.29092294818815
2018_01_01,352.9625000850086
2018_01_09,298.79756588873556
2018_01_17,329.45904741678544
2018_01_25,276.6741464807754
2018_02_02,280.22949874666875
2018_02_10,282.0762146452621
2018_02_18,220.73654994540988
2018_02_26,264.2402270592212
2018_03_06,227.3329742695411
2018_03_14,251.27417746885354
2018_03_22,229.51956030302162
2018_03_30,239.60331100641596
2018_04_07,235.1471470080176
2018_04_15,196.12876619159988
2018_04_23,150.69762682648832
2018_05_01,141.47542198531104
2018_05_09,115.70935294891657
2018_05_17,123.94821286922507
2018_05_25,110.225110248142
2018_06_02,82.83605095942988
2018_06_10,88.87152972175085
2018_06_18,83.22627713183311
2018_06_26,89.5583507386397
2018_07_04,98.25771546350384
2018_07_12,93.33477984235743
2018_07_20,105.95010642564961
2018_07_28,108.81001254720886
2018_08_05,109.865533410921
2018_08_13,115.73492571490199
2018_08_21,115.40172320645196
2018_08_29,128.33053035910245
2018_09_06,169.6987509974628
2018_09_14,165.92855649554517
2018_09_22,172.19878782491443
2018_09_30,163.21454564407458
2018_10_08,188.42875992163283
2018_10_16,264.03872027623504
2018_10_24,275.734519204469
2018_11_01,269.1015899680654
2018_11_09,285.4722707007305
2018_11_17,288.38525053879073
2018_11_25,313.2826076966453
2018_12_03,325.457559633611
2018_12_11,326.80293802954105
2018_12_19,375.1939606093273
2018_12_27,238.42596517521793
2019_01_01,352.5812485500639
2019_01_09,343.3010748212741
2019_01_17,282.7390101582856
2019_01_25,303.50299790523735
2019_02_02,309.70496413889305
2019_02_10,295.9411037369854
2019_02_18,238.09180134676922
2019_02_26,236.8867346376587
2019_03_06,236.639145682195
2019_03_14,224.8522703655105
2019_03_22,222.7785593181636
2019_03_30,211.59823034811848
2019_04_07,187.43054259250525
2019_04_15,169.24300172685756
2019_04_23,158.54864847736647
2019_05_01,128.5610330099587
2019_05_09,122.06748296373217
2019_05_17,120.2445229939044
2019_05_25,91.72962120721984
2019_06_02,84.20246534753723
2019_06_10,94.32038729335312
2019_06_18,76.54264970367848
2019_06_26,92.88445841455017
2019_07_04,88.10054520042726
2019_07_12,85.90920092307492
2019_07_20,99.7759607050083
2019_07_28,96.18349534409543
2019_08_05,97.20943919489939
2019_08_13,107.68786705856914
2019_08_21,121.9708951499411
2019_08_29,133.11524262287028
2019_09_06,135.60711034371542
2019_09_14,153.7775861727755
2019_09_22,166.63957023239405
2019_09_30,179.7050136153174
2019_10_08,178.12769014454153
2019_10_16,212.8190626774004
2019_10_24,205.04526802441399
2019_11_01,214.4790647011732
2019_11_09,199.0192657831292
2019_11_17,166.0588380385154
2019_11_25,177.28929143578955
2019_12_03,185.2247631836666
2019_12_11,188.05276557985854
2019_12_19,185.88658372845984
2019_12_27,95.46312818108181
2020_01_01,148.8946118068949
2020_01_09,126.46775399983616
2020_01_17,221.85134754108913
2020_01_25,273.20050544159284
2020_02_02,188.92844829716583
2020_02_10,289.2011086976136
2020_02_18,269.5724096880003
2020_02_26,305.1294287661391
2020_03_05,249.10961531046985
2020_03_13,244.9190193597765
2020_03_21,225.1769099855266
2020_03_29,215.4011122036774
