system:index,ET
2020_04_06,161.4171838991233
2020_04_14,188.65359791929404
2020_04_22,179.68029014557484
2020_04_30,139.67048935147793
2020_05_08,124.8187634756142
2020_05_16,106.50673425161035
2020_05_24,103.63040331258391
2020_06_01,93.96884076769976
2020_06_09,100.4502762268575
2020_06_17,97.71123157420617
2020_06_25,98.42476057291226
2020_07_03,91.83375135176601
2020_07_11,77.26977827541619
2020_07_19,97.53448145098824
2020_07_27,102.32064743634479
2020_08_04,96.5219779308884
2020_08_12,135.1202053890172
2020_08_20,114.66721306995436
2020_08_28,165.89537684862813
2020_09_05,165.2542541890479
2020_09_13,202.73394468034914
2020_09_21,216.10257004326607
2020_09_29,235.3527383046066
2020_10_07,268.49738625345543
2020_10_15,230.29859025530538
2020_10_23,227.25450214233757
2020_10_31,269.68453556945974
2020_11_08,321.0706102448172
2020_11_16,357.11476658985225
2020_11_24,366.7801520978067
2020_12_02,279.3901932570164
2020_12_10,278.6005232960651
2020_12_18,291.8420520118645
2020_12_26,257.80821636613473
2021_01_01,321.83334643746645
2021_01_09,395.5205610958066
2021_01_17,357.4483250798145
2021_01_25,361.19290599725053
2021_02_02,327.59626883695466
2021_02_10,291.6687360405907
2021_02_18,305.4089323406998
2021_02_26,305.6387266492129
2021_03_06,259.9608421783867
2021_03_14,160.35319151308676
2021_03_22,225.19560655013788
2021_03_30,210.6200594637769
2021_04_07,199.738252385738
2021_04_15,157.08593952874304
2021_04_23,161.0890925122645
2021_05_01,132.93400677782373
2021_05_09,113.04299214351127
2021_05_17,117.86405321927417
2021_05_25,96.85182834080912
2021_06_02,87.0608740232582
2021_06_10,87.557210740185
2021_06_18,76.60892557813683
2021_06_26,75.35212468133506
2021_07_04,76.12348850306647
2021_07_12,93.5530098280601
2021_07_20,91.68665617089601
2021_07_28,110.3346871817829
2021_08_05,115.41079025355897
2021_08_13,121.95972250862741
2021_08_21,125.54363940789044
2021_08_29,145.51462644477857
2021_09_06,171.1681368054391
2021_09_14,151.04381359073014
2021_09_22,172.7838919658554
2021_09_30,202.9714889467048
2021_10_08,201.08810343630626
2021_10_16,265.23050729696985
2021_10_24,274.43612210205134
2021_11_01,270.80230826473206
2021_11_09,287.0095305013212
2021_11_17,245.6638580520857
2021_11_25,272.6654916609366
2021_12_03,325.6407026872171
2021_12_11,363.90792648771
2021_12_19,380.34619617187764
2021_12_27,192.02849377585878
2022_01_01,436.1132271256023
2022_01_09,387.1364365489816
2022_01_17,315.66310101324217
2022_01_25,373.43237583211055
2022_02_02,290.84070286687586
2022_02_10,332.7425277534172
2022_02_18,272.99947360689896
2022_02_26,249.11313192150004
2022_03_06,248.32510126963604
2022_03_14,277.0604387284869
2022_03_22,156.6016990932218
2022_03_30,197.48022121721073
2022_04_07,196.35167650293553
2022_04_15,185.27366289021836
2022_04_23,141.17584801060875
2022_05_01,142.12481273886277
2022_05_09,122.1551942664335
2022_05_17,95.47715175025681
2022_05_25,106.67238003239646
2022_06_02,86.46726436414829
2022_06_10,95.2952437136894
2022_06_18,95.83118403356205
2022_06_26,83.79692417764412
2022_07_04,75.4329550388099
2022_07_12,77.83134446133465
2022_07_20,95.93852355607815
2022_07_28,102.94918998913734
2022_08_05,97.03312898194254
2022_08_13,118.09084976293309
2022_08_21,134.1113530581661
2022_08_29,129.90654502497674
2022_09_06,159.91952906107846
2022_09_14,172.78810810009188
2022_09_22,196.26623367490274
2022_09_30,187.29327329976195
2022_10_08,222.78098960038386
2022_10_16,205.77345247797294
2022_10_24,296.7424445492986
2022_11_01,291.3056786954761
2022_11_09,321.8628760394223
2022_11_17,349.7461965897788
2022_11_25,323.429407095694
2022_12_03,319.0991762723955
2022_12_11,295.4553708082608
2022_12_19,304.74385844323285
2022_12_27,232.6504980132394
2023_01_01,348.93723208346086
2023_01_09,342.86096650417466
2023_01_17,317.08471209834914
2023_01_25,357.03009420656144
2023_02_02,336.7531805754288
2023_02_10,321.3238393820058
2023_02_18,274.1538306181602
2023_02_26,295.2583785626867
2023_03_06,271.8173808447881
2023_03_14,281.0391384986135
2023_03_22,223.38142957895815
2023_03_30,207.26211692377012
2023_04_07,192.31200022636983
2023_04_15,173.54873250757774
2023_04_23,159.37477569538189
2023_05_01,144.7490240700786
2023_05_09,128.27957094404823
2023_05_17,113.0824273317138
2023_05_25,112.1443002340084
2023_06_02,113.52715211860472
2023_06_10,99.15659263068913
2023_06_18,90.16488429235399
2023_06_26,87.90645920898237
2023_07_04,92.44408071778834
2023_07_12,100.81871392678846
2023_07_20,103.10701315029819
2023_07_28,118.68115281139141
2023_08_05,117.45145005035366
2023_08_13,121.48299505885325
2023_08_21,137.8521144950186
2023_08_29,144.95562154103712
2023_09_06,157.63452935954018
2023_09_14,200.4223310060186
2023_09_22,205.38199184019743
2023_09_30,215.66779672697436
2023_10_08,231.82463368768143
2023_10_16,227.64246238865613
2023_10_24,196.4660590395005
2023_11_01,212.44903093076906
2023_11_09,281.84883214308104
2023_11_17,262.0590918499221
2023_11_25,303.14480779719406
2023_12_03,390.28335265739156
2023_12_11,357.2314658213008
2023_12_19,274.6197099215335
2023_12_27,227.89407799387104
2024_01_01,332.6907888178577
2024_01_09,354.2202414134092
2024_01_17,353.35791303801363
2024_01_25,364.9234482762708
2024_02_02,310.5612691561643
2024_02_10,350.6202193789385
2024_02_18,299.44799221452064
2024_02_26,309.35389282865395
2024_03_05,293.26395771053495
2024_03_13,241.12781969654446
2024_03_21,243.20052431727194
2024_03_29,201.717363094283
2024_04_06,204.55462890316386
2024_04_14,180.0596278361765
2024_04_22,155.6879136695984
2024_04_30,123.63997490138509
2024_05_08,129.21262076954773
2024_05_16,102.04433455503604
2024_05_24,114.27174393268922
2024_06_01,90.04747455728884
2024_06_09,84.35955172415571
2024_06_17,89.61683905479762
2024_06_25,93.13371120523803
2024_07_03,87.60979198867939
2024_07_11,89.93978653239708
2024_07_19,103.44177483645522
2024_07_27,86.07488128010446
2024_08_04,114.469931030997
2024_08_12,115.66316797490839
2024_08_20,171.12834988297018
2024_08_28,186.8347726438323
2024_09_05,192.28476676613445
2024_09_13,188.25748962166264
2024_09_21,176.21447228697343
2024_09_29,248.51798211964416
2024_10_07,220.96599910548943
2024_10_15,258.09920068733396
2024_10_23,292.9076608574757
2024_10_31,312.484454692351
2024_11_08,322.5458316750575
2024_11_16,338.1090910514679
2024_11_24,345.2349566937054
2024_12_02,388.4683027825952
2024_12_10,420.37149992927755
2024_12_18,375.5492214312439
2024_12_26,245.02656248148702
2025_01_01,298.35736563273383
2025_01_09,290.10271685343736
2025_01_17,288.5635631986207
2025_01_25,366.3403859926109
2025_02_02,360.53836253953574
2025_02_10,313.1925987869256
2025_02_18,333.2831803370412
2025_02_26,319.55796587504466
2025_03_06,263.2838324077595
2025_03_14,250.55759472013656
2025_03_22,196.19308220368282
2025_03_30,224.02622117031433
2025_04_07,207.33499137990697
2025_04_15,186.6818857233355
2025_04_23,150.0694387651064
2025_05_01,146.29020834378656
2025_05_09,113.36384017074244
2025_05_17,95.86523461230225
2025_05_25,96.62714370641103
2025_06_02,76.8512543920347
2025_06_10,74.25107956525797
2025_06_18,93.1754507662322
2025_06_26,70.0082073346841
2025_07_04,91.24343549750749
2025_07_12,85.65871443822803
2025_07_20,95.35862524046429
2025_07_28,75.12089201024757
2025_08_05,101.03520813778981
2025_08_13,103.322374290419
2025_08_21,142.92240770485694
2025_08_29,153.6397393345765
2025_09_06,169.21404485223962
2025_09_14,212.8867668353511
2025_09_22,211.50546579975182
2025_09_30,232.97313577116108
2025_10_08,286.8350761047719
2025_10_16,314.57947249194444
2025_10_24,237.68334929661657
2025_11_01,294.34606502640946
2025_11_09,288.68102171962516
2025_11_17,308.25572980793805
2025_11_25,336.6257260533294
2025_12_03,277.125322972509
2025_12_11,286.50554963365
2025_12_19,279.61148603683137
2025_12_27,151.36317204797075
