system:index,Evap_tavg
A20080107_0300,5.499304892286624E-5
A20080107_0600,4.023620808764224E-5
A20080107_0900,9.9468495028591E-6
A20080107_1200,-3.534093766510178E-6
A20080107_1500,-3.5173181881130773E-6
A20080107_1800,-3.273058183393462E-6
A20080107_2100,4.4767737660776034E-6
A20080108_0000,4.29608225067429E-5
A20080108_0300,1.5950683083518883E-4
A20080108_0600,1.551474924682606E-4
A20080108_0900,5.3442799667167507E-5
A20080108_1200,-1.688341752443458E-7
A20080108_1500,1.1905494589544644E-6
A20080108_1800,1.3382172995577457E-6
A20080108_2100,4.313469807089326E-6
A20080109_0000,5.440970173367717E-5
A20080109_0300,1.8311992782060047E-4
A20080109_0600,1.2029488028771518E-4
A20080109_0900,3.382160655453001E-5
A20080109_1200,4.7648937022004676E-7
A20080109_1500,3.097844202246025E-6
A20080109_1800,7.296449270497578E-6
A20080109_2100,2.147813845427482E-5
A20080110_0000,1.3817727091532274E-4
A20080110_0300,2.0612038741817812E-4
A20080110_0600,1.795653370940548E-4
A20080110_0900,6.309984725737331E-5
A20080110_1200,1.5845967262246427E-7
A20080110_1500,6.992631543898984E-8
A20080110_1800,8.48600993626682E-7
A20080110_2100,1.4487184436454904E-5
A20080111_0000,1.231023188247527E-4
A20080111_0300,2.090182343615863E-4
A20080111_0600,1.4059951209481573E-4
A20080111_0900,5.561086444675392E-5
A20080111_1200,6.765815877339743E-7
A20080111_1500,-5.450025522090595E-7
A20080111_1800,-5.454244524563783E-7
A20080111_2100,1.542750919474909E-5
A20080112_0000,1.323235001910884E-4
A20080112_0300,2.1861133933979336E-4
A20080112_0600,1.9202736945973033E-4
A20080112_0900,7.196218509151128E-5
A20080112_1200,4.812168820152624E-7
A20080112_1500,-1.1663659156162894E-6
A20080112_1800,-2.4033843541882856E-6
A20080112_2100,1.640395706253467E-5
A20080113_0000,1.3275373456828548E-4
A20080113_0300,2.1257301013951173E-4
A20080113_0600,1.6734333635707262E-4
A20080113_0900,5.793715684341666E-5
A20080113_1200,2.4471801592553624E-6
A20080113_1500,1.2667538179182438E-6
A20080113_1800,-1.0876249819134964E-7
A20080113_2100,3.403242466991807E-6
A20080114_0000,1.476051324027777E-5
A20080114_0300,5.8427972929882575E-5
A20080114_0600,9.554432145810068E-6
A20080114_0900,3.1486212179993278E-6
A20080114_1200,-1.8952895969176355E-6
A20080114_1500,-1.5568883409595925E-6
A20080114_1800,-4.1743505331345615E-7
A20080114_2100,7.748218046070782E-6
A20080115_0000,4.4164041450045185E-5
A20080115_0300,4.249986212730163E-5
A20080115_0600,2.2825340496427253E-5
A20080115_0900,9.091983099630023E-6
A20080115_1200,-2.4220277779784104E-6
A20080115_1500,-3.189027315820992E-6
A20080115_1800,-4.129412649940422E-6
A20080115_2100,1.879424897558168E-5
A20080116_0000,9.167607193200429E-5
A20080116_0300,1.011823691840841E-4
A20080116_0600,2.8799905422480283E-5
A20080116_0900,2.757019624983392E-5
A20080116_1200,4.492389753019738E-7
A20080116_1500,-1.8714560102831456E-6
A20080116_1800,-3.1383482498779095E-6
A20080116_2100,1.6701347502489676E-5
A20080117_0000,8.918439770593271E-5
A20080117_0300,9.055209608790355E-5
A20080117_0600,2.5524060036395605E-5
A20080117_0900,1.917296871288965E-5
A20080117_1200,-1.27679977953833E-6
A20080117_1500,-1.157139867749253E-6
A20080117_1800,-1.8375092952144718E-6
A20080117_2100,1.8969160335761446E-5
A20080118_0000,9.894313189930789E-5
A20080118_0300,1.3778965850859878E-4
A20080118_0600,8.669970420286746E-5
A20080118_0900,2.203582576815239E-5
A20080118_1200,1.943765059054302E-6
A20080118_1500,7.683962943173124E-7
A20080118_1800,-9.772583782025638E-7
A20080118_2100,2.1938790918165263E-5
A20080119_0000,8.568520714038551E-5
A20080119_0300,9.508187794855478E-5
A20080119_0600,3.5830018467565944E-5
A20080119_0900,2.5367651112918715E-5
A20080119_1200,-1.5729016772228733E-6
A20080119_1500,-1.493922956892457E-6
A20080119_1800,-1.3124145494960787E-6
A20080119_2100,1.6523168153061436E-5
A20080120_0000,5.981697263312015E-5
A20080120_0300,7.076064776802288E-5
A20080120_0600,8.386923007180458E-5
A20080120_0900,3.3160635832747775E-5
A20080120_1200,-1.1480887405496093E-6
A20080120_1500,-4.08304586964229E-6
A20080120_1800,-4.579228756599282E-6
A20080120_2100,9.230246457577138E-6
A20080121_0000,4.70176602845058E-5
A20080121_0300,6.889865995747067E-5
A20080121_0600,2.530157293578666E-5
A20080121_0900,5.980737557827679E-6
A20080121_1200,-1.0645621913335922E-6
A20080121_1500,-1.491199817911572E-6
A20080121_1800,-1.8961405370392112E-6
A20080121_2100,1.1491572098629794E-5
A20080122_0000,4.4803449012737274E-5
A20080122_0300,8.281661937514583E-5
A20080122_0600,8.212540168238571E-5
A20080122_0900,2.499035923044679E-5
A20080122_1200,3.281630334750757E-7
A20080122_1500,-5.968976528385743E-7
A20080122_1800,-1.6756218962509233E-6
A20080122_2100,1.2030083056872318E-5
A20080123_0000,7.653104418255722E-5
A20080123_0300,7.250757677698827E-5
A20080123_0600,6.826909377502035E-5
A20080123_0900,2.1294637941115643E-5
A20080123_1200,8.300082702532474E-7
A20080123_1500,-1.5381810221645492E-6
A20080123_1800,-9.262892921555446E-7
A20080123_2100,1.1201696437536896E-5
A20080124_0000,1.1213067461873757E-4
A20080124_0300,1.0448873225583592E-4
A20080124_0600,9.730153730197565E-5
A20080124_0900,5.190533174675268E-5
A20080124_1200,3.11841857435816E-7
A20080124_1500,1.3370986761779709E-6
A20080124_1800,2.5872371478108356E-6
A20080124_2100,1.37445742131962E-5
A20080125_0000,7.268683539327975E-5
A20080125_0300,9.500499724467349E-5
A20080125_0600,8.783696305610984E-5
A20080125_0900,2.3476001837404937E-5
A20080125_1200,3.030136716909658E-7
A20080125_1500,-1.4246431197089925E-7
A20080125_1800,-1.1295245633729215E-6
A20080125_2100,1.4504361553070998E-5
A20080126_0000,1.0179429880847202E-4
A20080126_0300,1.1116215142393856E-4
A20080126_0600,1.3491658491377628E-4
A20080126_0900,1.908507579179317E-5
A20080126_1200,1.3058090155024443E-6
A20080126_1500,-5.324064968767252E-7
A20080126_1800,-2.0242000304536445E-6
A20080126_2100,1.4714192569596259E-5
A20080127_0000,1.1918842106925804E-4
A20080127_0300,1.6310109557737942E-4
A20080127_0600,1.445753266552824E-4
A20080127_0900,3.638598019311796E-5
A20080127_1200,-3.63203760466923E-6
A20080127_1500,-4.6442063165494135E-6
A20080127_1800,-4.635274936990945E-6
A20080127_2100,2.001710712745055E-5
A20080128_0000,1.4191277710120384E-4
A20080128_0300,2.1388333188553283E-4
A20080128_0600,1.7028018398720153E-4
A20080128_0900,5.211277723045454E-5
A20080128_1200,-1.5337722225734454E-6
A20080128_1500,-2.887004338793941E-6
A20080128_1800,-3.02469916175846E-6
A20080128_2100,1.8025864499903234E-5
A20080129_0000,1.3730372356402448E-4
A20080129_0300,2.161028683239885E-4
A20080129_0600,1.780502954410534E-4
A20080129_0900,7.159217321016283E-5
A20080129_1200,1.6878504926284226E-6
A20080129_1500,-2.326817301812881E-7
A20080129_1800,-2.9951840330565663E-6
A20080129_2100,1.9423141321623173E-5
A20080130_0000,1.3016817419049884E-4
A20080130_0300,2.1482052851450024E-4
A20080130_0600,1.9795595894242927E-4
A20080130_0900,5.8954833263921464E-5
A20080130_1200,1.0611265944315656E-6
A20080130_1500,-2.096302193586592E-6
A20080130_1800,-3.1692356187355214E-6
A20080130_2100,1.9750968642620912E-5
A20080131_0000,1.48921165767205E-4
A20080131_0300,2.2985097965301561E-4
A20080131_0600,1.5576448318848854E-4
A20080131_0900,4.389532832342146E-5
A20080131_1200,7.4603897333656596E-6
A20080131_1500,3.290437550785504E-6
A20080131_1800,-1.0061103897334593E-7
A20080131_2100,1.555798030795375E-5
A20080201_0000,6.655764459062497E-5
A20080201_0300,1.0205162419038478E-4
A20080201_0600,6.346263947221404E-5
A20080201_0900,2.3574070889714063E-5
A20080201_1200,8.104820849768541E-7
A20080201_1500,1.1013366520053042E-6
A20080201_1800,1.2830604506061223E-6
A20080201_2100,1.6481672669019285E-5
A20080202_0000,9.446635622763703E-5
A20080202_0300,1.1484924253710957E-4
A20080202_0600,9.424491490491386E-5
A20080202_0900,1.9678785565283796E-5
A20080202_1200,7.364867461543778E-8
A20080202_1500,-3.335827566967595E-7
A20080202_1800,-1.6962793585814873E-6
A20080202_2100,1.2474382575508002E-5
A20080203_0000,6.839322641354562E-5
A20080203_0300,1.1511665683507423E-4
A20080203_0600,1.463402181761955E-5
A20080203_0900,2.2213989884447342E-5
A20080203_1200,1.1439237912232855E-6
A20080203_1500,-5.067637789487168E-7
A20080203_1800,-1.2773064557483245E-7
A20080203_2100,1.570195621698149E-5
A20080204_0000,8.662254548502247E-5
A20080204_0300,1.3637187033059106E-4
A20080204_0600,8.061762243231326E-5
A20080204_0900,1.865375426759429E-5
A20080204_1200,-1.0368725566410887E-6
A20080204_1500,-1.2363530671867558E-6
A20080204_1800,-1.3940640709616871E-6
A20080204_2100,1.3766710068705548E-5
A20080205_0000,8.526456981089958E-5
A20080205_0300,1.0656363775161685E-4
A20080205_0600,7.292591016551641E-5
A20080205_0900,2.2705749776328958E-5
A20080205_1200,-1.3297406775357505E-6
A20080205_1500,-1.5409788478229162E-6
A20080205_1800,-1.954264217937703E-6
A20080205_2100,1.7719213047875485E-5
A20080206_0000,1.2047264502222347E-4
A20080206_0300,1.780060473187419E-4
A20080206_0600,2.1021699419971918E-5
A20080206_0900,1.0442787227392333E-5
A20080206_1200,3.730794063810789E-7
A20080206_1500,-2.374548827358872E-6
A20080206_1800,-2.735928040490569E-6
A20080206_2100,2.1166829220559232E-5
A20080207_0000,1.4561850709603953E-4
A20080207_0300,2.341308800331222E-4
A20080207_0600,2.1026282979256969E-4
A20080207_0900,5.315824932610445E-5
A20080207_1200,2.075653014753453E-6
A20080207_1500,7.070811036967812E-7
A20080207_1800,5.565758207177118E-7
A20080207_2100,3.4002963264503406E-6
A20080208_0000,4.3508876958806575E-5
A20080208_0300,9.215062511762573E-5
A20080208_0600,1.0444968093422176E-4
A20080208_0900,2.2069106115229723E-5
A20080208_1200,2.4732096455740626E-6
A20080208_1500,1.4278133222884833E-6
A20080208_1800,1.822835435527385E-6
A20080208_2100,1.3985172658070886E-5
A20080209_0000,9.724631214946541E-5
A20080209_0300,1.373429643655759E-4
A20080209_0600,1.4552542837482026E-4
A20080209_0900,4.634733165492412E-5
A20080209_1200,2.8345100063322777E-6
A20080209_1500,3.240312226425982E-6
A20080209_1800,2.9125366407288384E-6
A20080209_2100,1.2432167315356356E-5
A20080210_0000,9.054508276554943E-5
A20080210_0300,1.3170441644928143E-4
A20080210_0600,7.659467480052047E-5
A20080210_0900,2.0888805478900444E-5
A20080210_1200,3.7641277003111717E-6
A20080210_1500,8.926008283900416E-7
A20080210_1800,-3.015813050420848E-6
A20080210_2100,7.551472043649644E-6
A20080211_0000,1.1486940391829986E-4
A20080211_0300,1.3123105616117192E-4
A20080211_0600,1.05286471267594E-4
A20080211_0900,3.2121009592587886E-5
A20080211_1200,3.021913255416089E-6
A20080211_1500,1.0573931258130034E-6
A20080211_1800,-9.883802220239661E-7
A20080211_2100,1.441020872907867E-5
A20080212_0000,1.0598687875414092E-4
A20080212_0300,1.0240546526745696E-4
A20080212_0600,1.4382773543243273E-5
A20080212_0900,8.812667152717778E-6
A20080212_1200,-3.330268135758445E-7
A20080212_1500,-1.6008853481886245E-6
A20080212_1800,-2.441625425703804E-6
A20080212_2100,1.299551170095486E-5
A20080213_0000,8.286106592411958E-5
A20080213_0300,1.6585458797928115E-4
A20080213_0600,7.887866527164584E-5
A20080213_0900,6.54625637625661E-6
A20080213_1200,5.975696894757862E-7
A20080213_1500,7.146798241097078E-7
A20080213_1800,-1.2304097947639395E-6
A20080213_2100,3.7245879421042892E-6
A20080214_0000,2.9296784940549928E-5
A20080214_0300,6.966342813701025E-5
A20080214_0600,4.427273804317791E-5
A20080214_0900,1.7046794824018863E-5
A20080214_1200,-1.6378922297360703E-6
A20080214_1500,-1.6409402993528136E-6
A20080214_1800,-2.952168975891862E-6
A20080214_2100,6.997828379688756E-6
A20080215_0000,5.763514130556526E-5
A20080215_0300,8.714336735634008E-5
A20080215_0600,7.318893004275631E-5
A20080215_0900,2.5268220283834833E-5
A20080215_1200,-2.247499566991984E-7
A20080215_1500,-5.507620223642346E-7
A20080215_1800,-7.843692863358282E-7
A20080215_2100,5.967294534744854E-6
A20080216_0000,5.028740209713762E-5
A20080216_0300,7.241306974648281E-5
A20080216_0600,4.0685620232973156E-5
A20080216_0900,1.1560767989287154E-5
A20080216_1200,-2.276868615310075E-7
A20080216_1500,-2.6132686561624273E-6
A20080216_1800,-3.099250173970285E-6
A20080216_2100,6.2314614359632335E-6
A20080217_0000,4.605819286165635E-5
A20080217_0300,6.630680934260467E-5
A20080217_0600,5.730568650357673E-5
A20080217_0900,1.3508854346890081E-5
A20080217_1200,8.882230125039128E-8
A20080217_1500,4.6469465281866965E-8
A20080217_1800,-8.967323599003224E-7
A20080217_2100,7.373212360128969E-6
A20080218_0000,9.151140882158252E-5
A20080218_0300,1.1952163976795611E-4
A20080218_0600,5.176256424072021E-5
A20080218_0900,1.1239596683422324E-5
A20080218_1200,3.1104602215574653E-7
A20080218_1500,-1.2717729935449478E-6
A20080218_1800,-1.359361061755903E-6
A20080218_2100,1.1274460879130201E-5
A20080219_0000,8.407949976711802E-5
A20080219_0300,1.012721575514371E-4
A20080219_0600,7.21132042766917E-5
A20080219_0900,1.3087789028664791E-5
A20080219_1200,1.3325262334224646E-6
A20080219_1500,1.2086455204817898E-7
A20080219_1800,-1.9664608635811385E-6
A20080219_2100,7.611088038352455E-6
A20080220_0000,9.15051029612926E-5
A20080220_0300,1.2946183792721523E-4
A20080220_0600,1.3329735050643613E-4
A20080220_0900,3.2373015838650775E-5
A20080220_1200,-1.5382995068177056E-6
A20080220_1500,-1.7035881145797525E-6
A20080220_1800,-1.980762287558825E-6
A20080220_2100,7.994015050076943E-6
A20080221_0000,1.0667768817910478E-4
A20080221_0300,1.8253111587216906E-4
A20080221_0600,1.597948762922E-4
A20080221_0900,3.908483022694542E-5
A20080221_1200,-6.753280002938955E-7
A20080221_1500,-2.727416041903945E-6
A20080221_1800,-2.074052858642419E-6
A20080221_2100,8.645131843237631E-6
A20080222_0000,1.129334006471167E-4
A20080222_0300,2.08425080004024E-4
A20080222_0600,1.9114021324845648E-4
A20080222_0900,4.126216636671851E-5
A20080222_1200,-1.5563782706620039E-6
A20080222_1500,-1.977413144628848E-6
A20080222_1800,-3.243464064233199E-6
A20080222_2100,1.80774606273264E-5
A20080223_0000,1.3289550670042013E-4
A20080223_0300,2.207086746776909E-4
A20080223_0600,1.912972375305714E-4
A20080223_0900,4.594275646171656E-5
A20080223_1200,1.5303311696016992E-6
A20080223_1500,7.723796373444656E-7
A20080223_1800,1.0826361637378036E-6
A20080223_2100,1.470053523299994E-5
A20080224_0000,1.5475342809688703E-4
A20080224_0300,2.1312176606020074E-4
A20080224_0600,1.886327455737834E-4
A20080224_0900,5.36637582173199E-5
A20080224_1200,5.689361957927172E-6
A20080224_1500,2.6438927378351482E-6
A20080224_1800,-2.978864131304384E-7
A20080224_2100,1.0355021577581984E-5
A20080225_0000,7.271342484948786E-5
A20080225_0300,7.567802220674023E-5
A20080225_0600,8.713523853162487E-5
A20080225_0900,1.785321918232556E-5
A20080225_1200,2.4412440539827906E-7
A20080225_1500,-3.86984284860723E-6
A20080225_1800,-3.2241946163199675E-6
A20080225_2100,6.974274031954204E-6
A20080226_0000,9.83630676858905E-5
A20080226_0300,1.6096590464888106E-4
A20080226_0600,9.605932658557677E-5
A20080226_0900,1.5924818011919915E-5
A20080226_1200,6.214356013332774E-7
A20080226_1500,-1.2800754317410828E-6
A20080226_1800,-1.592020419081142E-6
A20080226_2100,8.176499990833886E-6
A20080227_0000,1.0873531105688414E-4
A20080227_0300,1.703081436185516E-4
A20080227_0600,1.096313019964567E-4
A20080227_0900,9.671503495473847E-6
A20080227_1200,3.6127535237993233E-7
A20080227_1500,-3.132463881854002E-7
A20080227_1800,3.9350259668456273E-7
A20080227_2100,1.7714190875984391E-6
A20080228_0000,5.324458565115646E-5
A20080228_0300,7.701416079027142E-5
A20080228_0600,2.1037035870642623E-5
A20080228_0900,6.786098854408908E-6
A20080228_1200,3.626628743563959E-6
A20080228_1500,5.0266889852774675E-6
A20080228_1800,6.881558656257141E-6
A20080228_2100,6.6816061281050515E-6
A20080229_0000,1.3230522904767096E-5
A20080229_0300,3.008181208581406E-5
A20080229_0600,4.103840919031653E-5
A20080229_0900,1.0839612051017973E-5
A20080229_1200,3.9626274903329315E-7
A20080229_1500,-1.248870552157905E-7
A20080229_1800,-2.541147690847307E-6
A20080229_2100,5.526702431336931E-6
A20080301_0000,5.5411624474085535E-5
A20080301_0300,1.422964143889032E-4
A20080301_0600,1.4138143163489343E-4
A20080301_0900,3.5644392431364985E-5
A20080301_1200,-2.878521849847578E-7
A20080301_1500,-1.4090451487747326E-6
A20080301_1800,-1.1089910404406208E-6
A20080301_2100,7.873077216194259E-8
A20080302_0000,9.67881767694256E-6
A20080302_0300,3.968565371504006E-5
A20080302_0600,4.130405538696475E-5
A20080302_0900,1.1704393936247489E-5
A20080302_1200,-5.169290064257106E-7
A20080302_1500,-1.7976213597209674E-6
A20080302_1800,-1.6970945039405647E-6
A20080302_2100,3.4775414814387632E-6
A20080303_0000,7.813840219109761E-5
A20080303_0300,1.3981917088232466E-4
A20080303_0600,1.4361681451943638E-4
A20080303_0900,2.94599447329924E-5
A20080303_1200,-5.897111212020761E-7
A20080303_1500,-2.1421473038792837E-6
A20080303_1800,-2.5293449875113562E-6
A20080303_2100,1.9911977302531228E-6
A20080304_0000,9.745980692826167E-5
A20080304_0300,1.8419846445316896E-4
A20080304_0600,1.6550268027589872E-4
A20080304_0900,3.561858478755569E-5
A20080304_1200,-1.0962830182653775E-6
A20080304_1500,-1.9395091625069765E-6
A20080304_1800,-9.88450037240382E-7
A20080304_2100,2.4427445665523184E-6
A20080305_0000,9.126017204607585E-5
A20080305_0300,1.6759622863202363E-4
A20080305_0600,1.52058706586267E-4
A20080305_0900,3.7069377611160894E-5
A20080305_1200,-3.695900946711525E-7
A20080305_1500,-8.430672640680725E-7
A20080305_1800,-3.4210594905141454E-7
A20080305_2100,2.2373321615770283E-6
A20080306_0000,8.577533316074399E-5
A20080306_0300,1.7497240897977544E-4
A20080306_0600,1.5584966617312757E-4
A20080306_0900,3.295980195463563E-5
A20080306_1200,-5.547399542222182E-7
A20080306_1500,-1.2827450117771694E-6
A20080306_1800,-2.004570586263184E-6
A20080306_2100,8.446166697666813E-6
A20080307_0000,1.1044846032329177E-4
A20080307_0300,1.8471082372449683E-4
A20080307_0600,1.5686649390921024E-4
A20080307_0900,3.451395324801012E-5
A20080307_1200,1.0923415091848548E-6
A20080307_1500,3.612187185331386E-7
A20080307_1800,1.5179214970743302E-6
A20080307_2100,8.104888155949726E-6
A20080308_0000,1.0154534776482695E-4
A20080308_0300,1.5838042483294916E-4
A20080308_0600,1.3007964288536488E-4
A20080308_0900,2.205956183704767E-5
A20080308_1200,-3.679972575701641E-7
A20080308_1500,-2.056377451879364E-6
A20080308_1800,-2.108090936139723E-6
A20080308_2100,4.219296613796628E-6
A20080309_0000,9.002426043008912E-5
A20080309_0300,1.3243268046093755E-4
A20080309_0600,8.202062943878646E-5
A20080309_0900,1.79731139027081E-5
A20080309_1200,-2.1843640553605853E-6
A20080309_1500,-3.4216868847410218E-6
A20080309_1800,-2.491725361391626E-6
A20080309_2100,3.3980536773911163E-6
A20080310_0000,8.74384769348226E-5
A20080310_0300,1.6242208226312785E-4
A20080310_0600,1.4233214170283255E-4
A20080310_0900,2.8744337012505726E-5
A20080310_1200,-1.3656180252443471E-6
A20080310_1500,-2.6687798213880865E-6
A20080310_1800,-2.4412721320342777E-6
A20080310_2100,2.1588105167846392E-6
A20080311_0000,8.897059719317514E-5
A20080311_0300,1.7083074918979946E-4
A20080311_0600,1.4485602244377536E-4
A20080311_0900,2.9164304976750817E-5
A20080311_1200,-1.2144034109625554E-6
A20080311_1500,-2.0441195459526216E-6
A20080311_1800,-2.830555788718622E-6
A20080311_2100,2.6500529778287707E-6
A20080312_0000,9.159401936329877E-5
A20080312_0300,1.6539340630665302E-4
A20080312_0600,1.421614221775361E-4
A20080312_0900,2.1063568281009538E-5
A20080312_1200,-1.6226214043709664E-6
A20080312_1500,-2.0657403041321237E-6
A20080312_1800,-3.0429645018180964E-6
A20080312_2100,5.903555795906969E-6
A20080313_0000,9.844834801576869E-5
A20080313_0300,1.8230761377718746E-4
A20080313_0600,1.5666469809814956E-4
A20080313_0900,3.0653565262215595E-5
A20080313_1200,-1.0000649294253618E-6
A20080313_1500,-6.617243296409793E-7
A20080313_1800,1.440878397574576E-7
A20080313_2100,2.8572066661996226E-6
A20080314_0000,8.567135241792752E-5
A20080314_0300,1.5356759463716065E-4
A20080314_0600,1.446933952935469E-4
A20080314_0900,2.5049211864422287E-5
A20080314_1200,-1.937147161105581E-6
A20080314_1500,-3.431933206261141E-6
A20080314_1800,-3.3997912275487805E-6
A20080314_2100,3.1699358711494244E-6
A20080315_0000,9.480577925075172E-5
A20080315_0300,1.7198072467522767E-4
A20080315_0600,1.4242948033941176E-4
A20080315_0900,2.602506419015776E-5
A20080315_1200,-9.927714114712938E-7
A20080315_1500,-2.3601005979274172E-6
A20080315_1800,-1.8865420223682696E-6
A20080315_2100,7.642361811938186E-8
A20080316_0000,7.847639322890878E-5
A20080316_0300,1.2748792478999886E-4
A20080316_0600,1.1761769902024925E-4
A20080316_0900,2.0548705567199996E-5
A20080316_1200,-9.61587948009427E-7
A20080316_1500,-2.6823650102100937E-6
A20080316_1800,-3.1856226523853585E-6
A20080316_2100,1.7619143284567758E-6
A20080317_0000,6.45389375719149E-5
A20080317_0300,1.0402368205752908E-4
A20080317_0600,1.2105158515121224E-4
A20080317_0900,2.4221725502928795E-5
A20080317_1200,2.513700154035391E-6
A20080317_1500,1.024320983198956E-6
A20080317_1800,-3.089748708173663E-6
A20080317_2100,5.203090117209445E-6
A20080318_0000,9.909181792668193E-5
A20080318_0300,1.4745273518174736E-4
A20080318_0600,1.0627057839318771E-4
A20080318_0900,2.182823233485848E-5
A20080318_1200,2.1444759701269767E-7
A20080318_1500,-1.040086230978272E-6
A20080318_1800,-3.316332594924555E-6
A20080318_2100,3.585463546994102E-6
A20080319_0000,6.843050806265262E-5
A20080319_0300,1.2851047843113946E-4
A20080319_0600,8.593141747878165E-5
A20080319_0900,1.8065207476347145E-5
A20080319_1200,1.2111606075848107E-6
A20080319_1500,-2.729978640139748E-6
A20080319_1800,-9.616984522896956E-7
A20080319_2100,3.1448470639369545E-6
A20080320_0000,1.227738102001446E-5
A20080320_0300,4.137934064429502E-5
A20080320_0600,5.775848162511453E-5
A20080320_0900,1.2625902186956964E-5
A20080320_1200,2.125367943010279E-6
A20080320_1500,1.5584657835057104E-7
A20080320_1800,3.667423712900752E-7
A20080320_2100,3.663076798183522E-7
A20080321_0000,4.5800098204683265E-5
A20080321_0300,7.358182922088823E-5
A20080321_0600,1.588834365274468E-5
A20080321_0900,2.489889293716778E-6
A20080321_1200,1.1691596700905199E-6
A20080321_1500,-1.6073003227371374E-6
A20080321_1800,-9.488996958383914E-7
A20080321_2100,3.6845165768857043E-6
A20080322_0000,5.6005338685368965E-5
A20080322_0300,4.384596666153686E-5
A20080322_0600,9.552102123229765E-6
A20080322_0900,4.3337102507345735E-6
A20080322_1200,-1.5946659352587645E-6
A20080322_1500,-6.083676873010833E-7
A20080322_1800,-3.5768812954109414E-6
A20080322_2100,6.520178982268845E-7
A20080323_0000,3.7963829357341804E-5
A20080323_0300,7.543409386383895E-5
A20080323_0600,6.982296884315433E-5
A20080323_0900,6.8695260154869746E-6
A20080323_1200,-1.3156077282576948E-6
A20080323_1500,-6.046705308391968E-7
A20080323_1800,-1.7205329987210958E-6
A20080323_2100,3.7646565613511234E-7
A20080324_0000,7.195214172874028E-5
A20080324_0300,1.4345121993574904E-4
A20080324_0600,9.917749172135054E-5
A20080324_0900,1.4836769118007167E-5
A20080324_1200,-4.08413293276915E-7
A20080324_1500,-3.7742355314120265E-6
A20080324_1800,-4.066385265625068E-6
A20080324_2100,1.4753042544382087E-6
A20080325_0000,8.714599213326955E-5
A20080325_0300,1.7097069178782345E-4
A20080325_0600,8.185149610553357E-5
A20080325_0900,1.3600142430978995E-5
A20080325_1200,3.4385715201346702E-6
A20080325_1500,2.0668167499827483E-6
A20080325_1800,-2.6965046348865987E-6
A20080325_2100,7.825209720424188E-8
A20080326_0000,9.880562983661437E-5
A20080326_0300,1.430983199845738E-4
A20080326_0600,5.448923561881257E-5
A20080326_0900,9.966459142218117E-6
A20080326_1200,2.174655587928482E-6
A20080326_1500,2.357100158748235E-6
A20080326_1800,1.9612736851033278E-6
A20080326_2100,6.192463498837511E-6
A20080327_0000,5.544449616045461E-5
A20080327_0300,5.6512627264551583E-5
A20080327_0600,8.582922097392043E-5
A20080327_0900,1.560126342740056E-5
A20080327_1200,-2.3095859016284094E-7
A20080327_1500,-5.844930448644827E-7
A20080327_1800,-1.6710448178105612E-6
A20080327_2100,2.5572813264305267E-7
A20080328_0000,5.39207685421848E-5
A20080328_0300,9.737757377001747E-5
A20080328_0600,9.545219696781388E-5
A20080328_0900,1.267027096044077E-5
A20080328_1200,-1.2669861172171612E-7
A20080328_1500,-4.2586122584485726E-7
A20080328_1800,-2.1846346981797443E-6
A20080328_2100,8.772860417188207E-7
A20080329_0000,7.109543974305276E-5
A20080329_0300,1.2952700307510673E-4
A20080329_0600,1.152793100284981E-4
A20080329_0900,1.7633631534526916E-5
A20080329_1200,-1.3505202238368667E-7
A20080329_1500,-1.0428783006526912E-6
A20080329_1800,-9.116164003960401E-7
A20080329_2100,6.904422189236216E-7
A20080330_0000,6.953133528923208E-5
A20080330_0300,1.3066179739366037E-4
A20080330_0600,1.1378789334439978E-4
A20080330_0900,1.728555336481513E-5
A20080330_1200,3.6836187714998887E-7
A20080330_1500,2.7106590653520775E-7
A20080330_1800,3.6869000089321554E-8
A20080330_2100,-4.769360808986153E-7
A20080331_0000,6.415732738034442E-5
A20080331_0300,1.3086510126352093E-4
A20080331_0600,1.1020320219041594E-4
A20080331_0900,1.2354232515710928E-5
A20080331_1200,2.0054798596148041E-7
A20080331_1500,-2.8343522610136912E-8
A20080331_1800,-6.552904511128031E-7
A20080331_2100,9.9444996870706E-7
A20080401_0000,6.519248238718447E-5
A20080401_0300,1.232103219680654E-4
A20080401_0600,9.660751573685529E-5
A20080401_0900,1.3733889646693618E-5
A20080401_1200,-4.842205500629044E-7
A20080401_1500,-3.210441542667743E-6
A20080401_1800,-4.764764337463199E-6
A20080401_2100,2.719315801853212E-7
A20080402_0000,1.0032937664383707E-4
A20080402_0300,2.0866441697480964E-4
A20080402_0600,1.4199277717541058E-4
A20080402_0900,2.109156294004418E-5
A20080402_1200,5.220059941224366E-6
A20080402_1500,4.631253428490295E-6
A20080402_1800,7.903457682779764E-6
A20080402_2100,1.4811252305622449E-5
A20080403_0000,7.682954105251162E-5
A20080403_0300,7.662475109253963E-5
A20080403_0600,9.780423095975935E-5
A20080403_0900,2.299067119104747E-5
A20080403_1200,1.8818653271614998E-6
A20080403_1500,4.2326000809798505E-6
A20080403_1800,1.856924291546253E-7
A20080403_2100,2.63423455865316E-6
A20080404_0000,6.0300096980934644E-5
A20080404_0300,1.1791666128997638E-4
A20080404_0600,9.357898365711533E-5
A20080404_0900,1.4748930616770533E-5
A20080404_1200,4.506187831462664E-8
A20080404_1500,-1.178434995037814E-6
