FC,BETA,LP,K0,K1,K2,UZL,PERC,MAXBAS
98.57865993831805,3.727427611690221,0.3776126129024351,0.8,0.03398677775168477,0.012472646464954624,72.09829603121108,5.120562936059006,2.7692160169272375
