Date,P,Ep,Qobs,Qsim
2021-01-05,0.0,0.004415226595976,334.978,4.923821387224915
2021-01-06,27.30957756414167,0.0035117465409766,297.378,5.681398299135756
2021-01-07,0.7606966854490645,0.0040750779763242,254.93,6.420130129358204
2021-01-08,0.0519558555491761,0.0033910934150365,431.684,6.537639250557607
2021-01-09,0.0,0.003870548213288,403.392,5.076590249567671
2021-01-10,0.0,0.0040825039347849,302.853,4.859864818518291
2021-01-11,5.652674474325318,0.0045814287522561,213.622,4.688754925809778
2021-01-12,0.0,0.004831035034101,152.778,4.562409387103007
2021-01-13,0.1286936013938975,0.0047413990738491,115.051,4.441777975371203
2021-01-14,6.3184460449914175,0.0053812796432175,89.042,4.292769778271013
2021-01-15,4.835271222117202,0.0053954052131623,71.262,4.225093458501103
2021-01-16,0.0,0.0051878589421121,59.704,4.19132829139674
2021-01-17,1.7835773539956803,0.0046872538416783,51.89,4.085534710528486
2021-01-18,12.332386394358773,0.0046286701248396,45.057,4.014007391464578
2021-01-19,8.3368953166249,0.0039972693606675,38.316,4.085751488464907
2021-01-20,1.5781900759584977,0.0027888184031136,34.259,4.198678148609209
2021-01-21,4.951216704982713,0.0040985939129231,31.61,4.1851766196526015
2021-01-22,0.3457586210278191,0.0044937265478589,29.921,4.095360686119394
2021-01-23,0.0,0.0042214797070656,28.135,3.9899885507343558
2021-01-24,0.0,0.0046433250358206,26.326,3.821418169441114
2021-01-25,0.0,0.0045268450382425,25.707,3.654350047082093
2021-01-26,0.0,0.0041712401010918,22.434,3.512857972389514
2021-01-27,0.1019739996766456,0.0024718981731738,20.183,3.4181113695118306
2021-01-28,2.75755049075078,0.0031025245877042,18.443,3.3774727792369594
2021-01-29,0.0392161820862261,0.0028688341605849,20.569,3.349686101491816
2021-01-30,0.5444548944747116,0.00386440161965,88.359,3.3231914915910914
2021-01-31,0.8035202457163243,0.003564075157627,149.929,3.286649953446548
2021-02-01,20.506788722588123,0.0033690841446532,114.147,3.3694552213607687
2021-02-02,0.1592350101542886,0.0039740437745246,74.062,3.5424066003818226
2021-02-03,0.0,0.0034644415841417,52.29,3.6625289818852624
2021-02-04,0.0393469165190998,0.0039378639238471,46.126,3.5046407883710513
2021-02-05,5.536128473701506,0.0041139131429707,37.532,3.391807633159352
2021-02-06,40.75671948525724,0.0031624344169816,38.965,3.5975771943502077
2021-02-07,0.0,0.0040560434469594,38.43,4.0658990296833615
2021-02-08,0.1093591882860597,0.0034841032844408,34.994,4.444335854421789
2021-02-09,0.1520539101746204,0.0031059663018236,32.209,4.258602992097518
2021-02-10,0.0729220929144614,0.0029269667834545,27.703,4.081175187128572
2021-02-11,0.0,0.0040336119138905,24.915,3.909244941440919
2021-02-12,1.5094287863681748,0.0036924612740003,22.854,3.7517963998489403
2021-02-13,0.0902650808910344,0.0023820000762241,21.659,3.619900418767527
2021-02-14,0.0,0.0034758133773928,20.868,3.52533135720927
2021-02-15,0.0775860286460379,0.0033912729973061,23.778,3.457647336132548
2021-02-16,0.0,0.004487995649127,34.325,3.4149079812407566
2021-02-17,0.0,0.0031655786022251,39.864,3.3727016992126706
2021-02-18,2.801927014274876,0.0034521784789828,77.659,3.3376141348295914
2021-02-19,15.410237047964229,0.0031787599738324,118.862,3.3925042578688993
2021-02-20,0.5235675758052959,0.0027656349333587,298.088,3.509292791684107
2021-02-21,0.1963762600337377,0.0028061164099969,375.898,3.5692114608911787
2021-02-22,0.0073043174110587,0.003977421200737,306.049,3.4408747575234093
2021-02-23,0.0940468426772269,0.0030115257844662,233.862,3.3534206409158864
2021-02-24,58.1078661909288,0.0030868997181952,216.429,3.6827239993079948
2021-02-25,0.1409679818099427,0.003675120717876,201.77,4.353401605070659
2021-02-26,0.0,0.0035709037004529,167.528,4.957651469046999
2021-02-27,0.0786458147810067,0.0020116688138932,137.014,4.753360734645967
2021-02-28,0.1899169351157154,0.0029690299170953,112.372,4.556398734195005
2021-03-01,0.0,0.0042385953101255,102.304,4.367892257967518
2021-03-02,0.0,0.0041859194474294,94.893,4.185188971337392
2021-03-03,0.3827717217303174,0.0035984854016482,80.866,4.00917343897157
2021-03-04,0.0,0.0038279124933487,64.647,3.842193301131953
2021-03-05,0.0,0.0038185842198933,54.278,3.6849451788605965
2021-03-06,0.0,0.0027984954910865,47.535,3.5538815762699603
2021-03-07,0.0,0.0027489404365708,41.612,3.471410831579193
2021-03-08,28.39412011210572,0.0032122797900115,37.133,3.5987930454654693
2021-03-09,1.2986871658212011,0.0038352967498682,49.266,3.8786628123779634
2021-03-10,2.517105724861312,0.0028773640059281,42.548,4.130787798597913
2021-03-11,22.10236414007006,0.0033012467247511,39.127,4.156661330077215
2021-03-12,10.452024676471854,0.0026876232360351,35.672,4.3856677996408395
2021-03-13,0.0,0.0033249574806845,61.6,4.644154653814481
2021-03-14,33.04294729455801,0.0030157940178408,50.351,4.818448836059393
2021-03-15,7.668410895762206,0.0023215025321477,130.344,5.121830600791539
2021-03-16,11.041152427506445,0.0026337486310766,277.742,5.542482807138779
2021-03-17,10.037419542164429,0.0024288091863823,212.233,5.6434520385255045
2021-03-18,0.827875097330893,0.0019898851843059,185.174,5.711006211634279
2021-03-19,79.67948161214629,0.0023602073810299,466.321,15.465547941913558
2021-03-20,56.908326954370416,0.0022928806588986,3435.242,35.116527569155586
2021-03-21,57.74937744437974,0.0014287750453303,3876.619,55.17041733121006
2021-03-22,56.80465496687667,0.001743897762705,2296.539,55.689020145024664
2021-03-23,14.61154134883214,0.0016174776885665,1842.143,48.718697322441415
2021-03-24,0.0,0.0033515380392436,1769.234,31.513357514474844
2021-03-25,0.0,0.0034373113196572,1102.777,11.671596477999532
2021-03-26,1.9443742589252755,0.0036721117134134,588.117,5.861625478435592
2021-03-27,0.0,0.0034473374643336,361.49,5.659558445593944
2021-03-28,0.0,0.0026989851111341,257.412,5.464724135559003
2021-03-29,0.0,0.0023849808258539,198.119,5.250448151976251
2021-03-30,0.0,0.0023971680629982,160.789,5.04381078298317
2021-03-31,0.0,0.0023691162282939,135.418,4.8445479756185135
2021-04-01,6.03636167282611,0.0024072335941657,118.771,4.693396484019286
2021-04-02,0.0,0.0025847569811477,106.753,4.58871682861715
2021-04-03,0.0,0.0025392238135003,94.688,4.487933527092976
2021-04-04,0.0,0.0026042778020584,84.131,4.308926376530946
2021-04-05,0.5817336255832027,0.0024106711519215,76.319,4.1402831334795405
2021-04-06,0.35317031801841,0.0021865333975399,70.378,4.002472223806748
